id,sentence
10356,布里焦糖7，外皮脆中带甜，面包很有嚼劲，好吃哒\n蓝莓面包5，中间是蓝莓夹心，酸酸甜甜~算蛮正点的口味\n菠萝包5，店员推荐说是特色，是不是怕卖不完呀，没觉得有什么特别的，中间就椰丝拉，很普通的菠萝包\n黄桃丹麦6，黄桃挺甜的，丹麦外皮不够脆，酱少了点\n海绵蛋糕5，很柔软，比较清淡，不错\n肉松卷5，肉松很多，面包很湿润，酱再多就更好了闹\n服务还行，会很热心的推荐，可惜推荐的味道都很一般，不和偶口味，囧
10364,现在动物园感觉没什么玩的了，动物满多，但各展馆都2次收费；\n门口的小摊也是特色了，生意很好，去那总能见到各种你没见过的山寨水；\n带着小孩可以去逛逛的
10409,确实是挺好吃的，10元三个的琵琶腿，很香。\n不说没发觉，真的是一到那十字路口就满街飘香，他们的调味很浓，我那天买回去吃的时候也是狼吞虎咽，当然也是因为那段时间没什么油水所以反应比较大。。。\n饿着肚子时吃肉好香。
10435,味道还不错的茶餐厅，虾饺、肠粉感觉没有金鼎轩的味道好，凤爪不错。可能因为人多的缘故，上菜速度比较慢。价格适中，整体感觉还可以～
10459,[口味]：路过有点名气的正大鸭血粉丝汤了 但是不打算吃鸭血粉丝汤 加上手上拿着coco的饮料 于是各买了个咸的烧饼 不晓得为什么不是热的 吃着感觉一般啊 \n[环境]：小店环境一般般 烧饼就放老板面前  \n[服务]：老板比较冷淡 属于爱买不买的情况\n[评价和建议]：烧饼只是一般 鸭血粉丝汤 以后再说吧。。
10465,当时鲜肉小笼一笼五元八个而且有汤汁味道也是我喜欢的喔 环境一般还算干净 几张桌子 店面不大 有其它吃的不过没吃
10483,这个大卖场每次我们来这里逛的时候就会顺道来这里看看\n这里的打折还是蛮多的，有的时候好像比其他的更多些\n估计这里的人流量比较多，每次去这里人都很多\n最近也有很多的活动，还可以啦。想换个空调，就看了几款\n好像过段时间折扣更大，到时候来再看看
10497,是个适合聊天谈话的地方，灯光迷离，分成几个区域，装修一般不过很舒服。\n很喜欢他家的蓝莓芝士蛋糕，口感相当的不错，服务方面采取自助，点的东西做好后服务生会来通知你去柜台自取，柜台配备了各类勺子、纸巾、糖等。
10509,7天的老会员了，感觉住了那么多连锁酒店，还是7天性价比最高了。服务员很好，看评价怕有火车过去要求换房间服务人员很爽快的同意了。卫生状况非常让人放心，无线网络也快的出奇，很推荐
10514,调料味道不错，大盘肉性价比高，菜量也大，又送豆浆等饮料。可鲜肉不如老五四季的好。价格非常公道，还送券。可刷肉本是夷族的吃食，味道很单一。可涮肉馆都很忙。，还有许多麻辣的地方也是人满为患，麻辣最好做，可做好却很不容易。 这也证明了我的看法：有味觉的人真的很少。
10531,装修豪华，宽敞，是商务宴请的好地方。汤的做法很独特，不油不涩，既有营养又有味道。最大的问题是不能常去，因为太贵了。不过好东西也是不能常吃的。
10548,离家很近，去吃过几次，没有什么突出的特点能让人一下就记住\n环境：店内装饰、布局还可以，不会有拥挤局促的感觉\n服务：店内服务员人数感觉不太够，服务时常跟不上\n口味：辣锅一点也不辣，试过3种辣锅了，都不够辣。菜的份量还是比较足的，也比较新鲜。自助小料挺贵，可选性也比较小，不喜欢。饮料有3元/人可以无限续，但总觉得他们会把客人喝不完的水全倒在一起接着给后面的客人。
10604,雪锅之前食过，这次过来购物，所以选择这个，可选择的不少，而且材料是新鲜的，有学生证而且排队卡可以打折，不过要一人一本学生证是比较小家的，酱料很不错，是我最爱的地方，缺点是汤底选择少，西瓜就很一般，不过雪条是我最爱的，食了五根
10650,中午总去吃。。除了夏天。。虽然有空调。。毕竟是热的东西。。\n店比较小。。饭点儿的话必须没位置。。其他时间还行。。\n吉祥的味道好啊。。皮薄陷大恨喜欢。。还可以出售冻的直接拿回家自己煮。。不过还是喜欢堂食。。比较有气氛哈
10694,看完电影去吃的，点的鱼肉馄饨和综合馄饨，还可以加面或者粉丝，不过介于晚上少吃的原则，就没有点。\n馄饨大的像枕头，第一次吃这种样子的馄饨，还挺新鲜的，个头好大，所以一碗只有6个。汤头比较的一般，回家后还有点口干。
10742,老妈生日，但由于不是休息日，不能去较远的地方，前两天突然想吃咖喱，所以就选了澳门街。由于儿子上火不能吃虾，所以这一次就选了咖喱鸡，但实在是失策。因为咖喱虾和咖喱鸡简直就是两种不同的口感享受。先说虾，全部都是虾，没有配料，但咖喱鸡呢却是土豆洋葱比鸡多，而且那些鸡，我爸说不是新鲜的，应该是冰鲜，没什么鸡味，所以下次如果不吃虾，倒不如吃牛腩好点。那个芝士小牛排倒不错，芝士很香，牛肉很滑，儿子的至爱。清凉瓜煮鱼，其实就是凉瓜丝煮生鱼片，这个超滑，不过小朋友吃就要小心，因为也有鱼刺
10745,冬天冷得不行，夏天也蛮冷的。因为在地下一楼，所以空气不怎么好。地方蛮大的。老师的英文都不错，但一节课里的宝宝太多了，基本都要10个左右了，所以老师只能指望家长贯彻教学内容。在所有金宝贝连锁里，这家属于环境和师资都不错的。\n其他品牌的早教都如雨后春笋般冒出来，金宝贝不断在被模仿和超越啊。
10753,2个人要了烤翅、土豆泥沙拉、生蚝、烤虾和酱油炒饭。土豆泥沙拉很好，土豆泥软软的。烤翅很不错，外焦里嫩的，喜欢。生蚝很肥美哦，不错。烤虾虽然一个串就一只，但是个头挺大的，烤出来挺香的
10757,就在那个保时捷专卖店后面，小时候开始就经常去了，因为那时候离家近，现在搬到乡下地方了，这种市中心公园倒是不大去了，不过最近去过一次，看到有老人下棋，中年妇女舞扇子，一派其乐融融的景象。主要是因为买了一个新的相机想找公园取取景，不管自然还是人文景观都能随处可取。
10769,大概去的太晚了 我要点的饭都不供应了 \n那时候就只提供蟹粉狮子头饭和香菇炖鸡饭\n我和LG各要了份 菜当场就上了 饭等了14分钟（还是应该是快关门的缘故吧）\n口味蛮好的 对得起它的价位 吃的很饱 那个汤很鲜\n就是点的奶茶不怎么样 是立顿红茶 \n我要温的 结果给了我烫的 等我饭吃完了 奶茶还是那么烫\n只好带走路上边走边喝了
10778,团购的四人套餐两个人吃正好，环境不算好，靠路边特别吵。\n因为不宜吃辣，团的是椰子鸡涮锅套餐，结果鸡肉都带厚厚一层油皮，我们自己带了手套，把皮都剥掉才下的锅。\n牛肉据说也不好，有浓重淀粉味。\n锅底还挺香的，但是用料实在是太马虎了，这店肯定没有回头客。\n现在对团购吃的还挺不能相信的，本身就是逆向选择。
10799,剁椒鱼头很好吃\n加了面进去之后那个味道爽啊！\n环境也好\n一点都不杂乱\n很富丽堂皇的样子\n很喜欢！\n其他菜也基本点了微辣\n很适合不太能吃辣的人~\n一个经常叫减肥的人一人啃光了一个猪手。。。
10803,最近德克士搞活动，而且如果有卡的话还可以买一送一，然后才知道原来他们家买三十可以送卡，吃过很多次，好几次满三十，却没有人提过。这次要了两个汉堡，一个鸡腿，外带。结果走出来了却发现他们根本没给放鸡腿，于是回去找，结果人家一见我就说，少给了你一个鸡腿是吧。。。晕，知道为什么刚才不说？对他们的服务很有意见，不过汉堡的味道还是不错的。
10804,环境还不错就是活动太少，票价有点小贵。地处北京路商业街附近，等时间看电影时，可以逛街购物。现在我们区（荔湾区）开了《金逸国际电影城》就很少去那里了.
10806,和朋友聚会来过几次，这家生意火爆，价格适中，口味也不错，上菜速度快，适合朋友聚餐。\n几乎每次去都要点水煮鱼，味道不错大家都喜欢。
10821,从神武门出来以后  乘 专2 或者专1 到王府井 去吃大碗居   王府井那里大碗居超多 2  3步路 就一家\n 味道也是不错的。。。我们吃完午饭已经4点了 \n大碗居的菜味道都不错 \n特别推荐 酱萝卜   宫保鸡丁（和上海的味道完全不一样） 番茄牛腩煲\n还有个 类似大杂烩的  超级好吃  汤头很鲜  里面内容也很多 适合5个人左右吃
10831,去过一两次，感觉很宁静，很期待周末的讨论沙龙，听说很有名，还没见识过。应该算是广州这块最少官方意识形态的地方一块绿洲。
10840,驴肉馆一般都很小，所以这家规模就算相对中等了。味道不错，但口味很咸很重，不过仍比经贸大学附近的群生世家要好吃多啦，料也足。要想吃驴肉，这家是不错的选择。
10856,由于物价飞涨，给的菜量比以前少了很多；\n在菜量减少的同时，价钱却涨了一些；\n不过服务还可以，都是主动来换箅子；\n只是中午12点吃完的，到现在身上的味道还没有散~~
10875,这里的就是个普通的火锅，内容有老北京的爆肚，有广东枝竹羊腩什么的。店内装修还比较新，与传统火锅比效果要好。只不过味道一般。
10882,环境很差，不过包子味道很好，经常买了带会加去吃~只有1种馅料--三鲜！饭店买包子的人非常多，要排好长的队！价格很合适！
10915,店面较大，有自酿的啤酒、饮料，比较有特色。用的火锅锅具也比较有特色，像是景泰蓝。菜品口味方面一般，火锅锅底也没有很特别的。
10937,一般性的一家地方，只能说还可以。里面的服务生打的蛮好的，一个人去可以让他们陪打。桌子一般，杆子也一般。但是地段在这块地方有优势，周围都是吃饭的，吃好饭休闲一点的活动么就是桌球了，也没有别的了。所以占了这个优势，这里生意还是不错的。\n但是各方面来说，我觉得都一般了。另外价格也不便宜。
11013,最常去的一家屈臣氏，每次坐地铁或者去动物园都得上这瞧上一眼。\n东西算比较齐全也比较大的一家了~\n交通业比较方便。\n活动也算比较多的一家~很好奇那的BA怎么样呢~\n曾经那里有个立顿的短促不错~人很好~
11019,有两栋的，\n北面那栋是吉之岛\n南面是保利自己的\n南面的开了\n很冷清啊\n不过装修显档次\n品牌都很有名\n水玲珑，伊丽莎白，大家乐等
11031,那个汤底的确不错，煲汤肥牛，汤起码还挺货真价实的，味精也没有其他店里那么夸张，饮料自助也是不错的。对于我这种爱喝的人来说是件好事。菜品里面肥牛还行吧。其他的也就那样了。貌似有个菌菇类的还不错，主要是配上煲汤更显鲜美。
11045,人太多！以致于除了头顶上的屋檐，我什么景致也没看到，九曲桥看不到曲折和蜿蜒，只有满满当当的人流，然后围观一群四处可见的大鲤鱼。城隍庙的小笼汤包似乎依旧拥有相当数量的粉丝，食客永远大排场龙，一股浓郁的醋味飘散在各处，但是基于对上海菜的甜腻恐惧，我还是没有鼓起勇气尝试。这样的园林，如果放在杭州和苏州，又会是怎样的光景呢？
11052,好漂亮的院子\n由于是工作日去的，人一点都不多，空空地，拍照好给力啊\n没有路人甲乙补丁\n门票也便宜25，很值得看，假山，小桥流水\n植物很多，有个紫藤架，上面写满了祝福语\n还有个回廊，很有历史感\n亭子都很漂亮，总之市内有这样呃地方很不错啦
11089,单身节一棒子光棍一起去的啊，进去发现选错店了。店里的气氛非常适合情侣陶冶情操。\n每个菜都是蒸笼的，点了个什么小排挺好吃的，有一个猪脚烧得很不到位。。。\n招牌鲜虾碧玉白菜包的确是不错。
11105,里面很多东西都有啊\n人好多好多啊 估计边上是交通大学有很大的关系啦 都是年轻人啊\n环境不太好 太吵闹了啦\n情侣也是很多的哦 还有好多都是成群结队来的 \n整个一个喧闹场所啦
11111,环境很好，蛮小资，喜欢水晶帘子，锅底也很美味，牛肉也不错，酱料蛮多，牛肉酱蛮好吃，滑类组合也蛮好的， 美中不足的是服务员……倒水也很粗鲁，下虾滑的时候还烫到我了……最后吃完了给撤了也不倒杯水，桌子上空空的就剩桌布……明显赶人走的……服务有待加强~！
11130,逛街累了坐这里休息一会儿再好不过，也适合一些商务洽谈的，不过双休日人还是比较多的，用了优惠券后，这里的咖啡很超值
11137,跟朋友两个人点了两个龙虾，一个飘香，还有一个干煸龙虾，还有干锅鸭头，总体来说，没前两年味道好，价格却比前两年贵了不少，干锅鸭头里的鸭头颜色怪怪的看了就没想法了，龙虾相对偏咸，穷喝饮料了，下次不会去了。不能拉卡，这点不好。
11144,超喜欢他们家的椰汁西米露……\n小店门脸不大，在这条以小吃出名儿的女人街上很容易就被埋没了，第一次注意到它是因为吃了他们家隔壁的盐酥鸡之后觉得渴的要命，以后基本上每次路过就会要上一杯椰汁西米露……不过他们家的价钱貌似比同类商家贵了一点，可能是牌子做大了的缘故吧
11164,感觉他家锅贴的水平时好时坏，有时味道不错；有时忙的时候，上来竟然是冷的。\n比较喜欢他家的原味锅贴和酸辣汤。\n环境一般，随便吃吃。
11174,这家旗舰店真的很大，位置也不错在中山公园。。里面电器真的很多，他在多媒体2楼，店面挺大的\n，我很少来这里，因为电器使用周期比较长，一般都有我家里人来买的。。我不怎么管这些事的。。\n这里的电脑，各个品牌的都有的。。质量不错的，，，，，我来看过几次想买的。。。\n总的来说，苏宁里面选择电器类的还是蛮多要什么样的还的靠你自己
11178,就是麻辣凉面，不知道为什么会有芥末油的味道，除了这个口感都还挺好吃的。再来一碗面汤，非常爽的感觉，再来个小凉菜，也都很便宜。
11215,最近经常光顾两岸咖啡店，环境还真不错，很安静比较适合谈事和约会，坐上老半天不会有人来打扰。最喜欢里面的台湾小吃，口味还真不错。
11248,便宜，量大，服务好，环境好，松树鳜鱼，羊排，虾球，肚丝，炎爆，八珍豆腐，宫保鸡丁，脍炙人口，物美价廉，最重要的是干净，就家庭聚会的好去处。
11262,女儿在那附近读书，附近没有什么地方可以逛，路过这家店，觉得还是蛮干净的，人也不多，就进去点了一杯豆浆，味道还行，坐在那里消磨时间。
11265,这家店貌似很火，但是吃了一次就是后悔两个字，觉得很不划算。\n他家主要特色就是铜锅而已，比较原始的火锅涮法。点菜之前说会送一些小菜，比如豆腐，粉条啥的，本以为服务很不错嘛，没想到锅底是要30块的，真是贵！\n麻酱蘸料很咸。结账时也不允许刷卡。\n三个人吃了200多，心里感觉很不爽
11267,一间好适合情侣去坐坐嘅地方。\n老板娘超级好人啊~哈哈，好健谈。仲记得嗰时同我男朋友最钟意一得闲就去坐架啦，叫杯咖啡，or花茶~~~坐喺度讲下悄悄话，气氛正到爆啊。\n佢嘅芝士蛋糕同葡挞一样咁正，好过路过，真係要买个嚟试下。
11270,经常光顾因为离家不远，带孩子去买鞋买衣服啥的，店面挺大的，商品都不错，都是连锁经营的也有保障，还可以积分的，还有儿童玩的地方，就是人有点多。
11272,去天津玩，听完相声挺晚的，一帮人忽然说要吃涮肉，人生地不熟，就问了一位当地人，说不远有一家“老六涮肉”，我们都觉得，当地人推荐的地方一般不会错。果然没有让人失望，上点评一查，还真是一片赞扬声。\n很久没吃这种铜锅子的涮肉了，就是比电锅的好吃，这家的肉很新鲜，味道都不错，每个人都吃得非常满意。\n因为我们去的比较晚了，差不多是最后一桌了，但是老板也没有催我们，服务很好，挺亲切的。\n不是我结的账，不知道多少钱
11291,朋友推荐的店，位置不是很好找，绕了一大圈才兜到桥底下。由于不能吃辣所以不能吃蘸水，要了麻酱调料，结果没有盐，就是一碗纯麻酱，后来又推荐了专门的调料，酸甜的，上了之后发现跟麻酱掺一起就是东北大拉皮的味道。鱼不错，汤也鲜，价格小贵，看菜单还有1500元一斤的鱼，不知是何方神圣。点了个酸菜炒土豆不错，后来点的涮芋头完全煮烂掉了；酥肉量超大，味道一般，没吃多少都剩下了。土豆饭确实不错
11294,有一次实在是很饿，所以在他家点了一碗炒河粉吃。。。\n量实大是少啊，很大的盘子中间只有一点点呢，而且全是菜，粉更是少的！\n味道还怪怪的。。。郁闷~
11300,这里的牛肉面做得很好，牛肉够味道，而且够软，汤料也很好喝，加上一些配菜，如黑木耳，蔬菜沙拉，卤豆腐等，对我来说，可以算是美味的一餐。
11318,第二次吃，可是回去后都拉肚子，不知是辣的还是不干净。\n鱼头真不错，鱼面也很好吃。但是别的都很一般，那个十里香牛肉水水的，没味道，很难吃！\n性价比很差的地方。\n如果只来吃鱼头还行。别的就算了。
11348,一个字，远，环境真的一般般，自己有车的话可以去试试，没车打电话有车接送，交通不方便，肉有肉味，菜也有点菜味，不开发票的话可以要求优惠零头，还有一般人很多，等上菜的时间很漫长，太饿的话不建议去，要不然会饿死可能菜还没上
11374,人多啊，过安检的时候人山人海啊，还老有加塞儿的，所以时间上一定要安排好，不能太晚，否则影响自己登机也浪费别人的时间。
11388,皇冠现在越开越少，被其他两间蛋糕面包店抢左好多生意，原因系5够创新，还有环境麻麻地，不过其实距地蛋糕还是有点水平，不像马**那么甜，现在介绍一下呢间位于卫国路山紫市场的一间店，个人感觉，呢间店就两个店员，装修也不怎么样，特别系隔壁开左间明华，个间嘢又贵又难吃，5知点解甘多人去，皇冠就输左系装修和人气。说回正题，皇冠的蛋糕好5错，不会太甜，现在我要特别介绍它那里的巧克力慕斯，很好吃，巧克力味很真实，入口柔软，香浓，当然比不上某些高级的蛋糕，不过偶尔可以减轻一下荷包的压力，可惜是体积太小了，适合下午茶。。
11394,是和同学一起去吃的，我们是在包房里，所以感觉还可以，但是味道真的很一般，没什么特色的，但是吃的人到也不少，还需要排队的.
11428,自从长天府一开业就注意到了，每每从那路过都感觉挺窗明几净的...\n看了有团购就忍不住下爪了，现在汇报下化验的结果\n十一点多点到得，还没几桌，前台登记MM很热情，然后由另外服务生把我和老妈引到座位上，\n东西种类很丰富，作为一个肉食动物，我直接奔着放肉的大冷柜去了...猪啊、牛啊、羊啊、鸡啊拿了一大摞碟子回去，每碟基本2-3片肉，切的薄薄的，鸡心鸡翅鸡胗类是腌制好的，肉片类是要烤好蘸着调料吃\n第二趟拿了清口小凉菜，有腐竹、萝卜丝、土豆丝、、黄瓜条等等等等很多，没一一尝试，据老妈提示有的小凉菜放盐很猛...\n第三趟拿了饮料，有咖啡、奶茶、果珍（旁边有雀巢果珍的袋子）、冰爽茶、可乐、雪碧、芬达and so on，啤酒有崂啤、纯生和雪花（貌似是山寨的）还有各种二锅头等小白酒\n蘸料是自己调的，就像火锅店那样，可能是因为麻汁效果总觉得自己是在吃火锅\n然后我就十指大动、大快朵颐、直到吃不动...\n（中间又拿了蘑菇、金针菇、各种肉类若干趟，看到还有小蛤蜊、小鱿鱼、小水果的都没顾上。刚摆上新鲜哈密瓜，排队的人可不少）\n店里还给准备了围裙，防止溅到身上油，很贴心哈\n吃了一个小时的时候，店里桌子基本就满了，然后小喇叭开始广播了：呼吁多取少拿，剩余食物超出150g，或饮料剩下...按一人计价云云，然后无比沉重的结尾：我们的利润来自您的节约！...也是可以理解哈\n服务生服务很到位，空盘及时回收；看到拿了酒水，立马过来给开瓶...中间还有貌似老板的亲切大叔跑过来微笑的问，吃的怎么样...\n最后问老妈，表示下次还来！
11430,东西还可以，不过可能因为已经年底的原因服务员不是特别忙得过来，烤盘一次都没有换过，\n而且一个样子领班的人还把我们的账单搞错了，态度很生硬，一点都不亲切
11465,地铁出来时候看到 于是就剪完头发去买了一碗 味道还是很有保证的 \n我喜欢喝热的 红豆汤感觉比冰淇林什么更适合芋丸 \n量蛮大的 空腹时候来一碗基本也大半饱了 \n就是座位蛮小的 也有点昏暗 给我们的托盘 湿哒哒的
11477,和老公到这里就会买盐酥鸡来吃~因为旁边正好有COCO\n买了COCO就来一份盐酥鸡，两个人饭后点心不错哈哈\n这里的鸡排是10元一份，盐酥鸡是5元一份\n这里的没杨浦区的那家量多，可能是地区关系吧！盐酥鸡里面的面粉也多~\n不过这里粉洒太少了~我强烈要求多洒HOHO~\n有粉的盐酥鸡才好吃哈~
11509,不太好吧 主要是因为味道 内部格局显得有些局促不太舒服 而且去的时候菜品不全 最简单的意大利肉酱面 服务员说——没有酱了 当时真的很汗。。。。价格也算不上合理，不太推荐咯。
11514,"和R约在亚新,小时候经常来的地方,对我来说陌生又熟悉.\n转了一圈发觉也只有味千可以当晚餐了.有些时候,重要的是与你一起吃饭的人,至于吃什么或许真的没那么重要.\n这家味千人很少,新开的关系吗?\n味千招牌拉面:35元.来味千很久没有点面了,罪过~招牌里面有虾,料还挺丰富的,不错~\n和风泡饭:32元.我推荐R点的,很鲜美.上来的时候很烫,吃得慢了又会涨开来,所以要掌握好时间^^\n串烧盛合:29元.就是串烧拼盘啦~看着超有食欲的~鱿鱼、猪肉丸、培根包小番茄、鸡肉等各有特色，照烧的东西我都喜欢的~\n金菇牛肉卷:23元.超赞!咬下去有汁水哦,味道很正点~\n北海道风薯蓉饼:16元.这是R推荐的,我之前没吃过.先吃的原味已经很赞了,后来尝的咖喱味更惊艳,口味要浓郁很多~外层极其松脆啊,看着很管饱^^\n什锦雪糕碟:19元.本来已经想走了,结果看人家点了份冰淇淋觉得卖相不错,没忍住又加了份~一共5种口味,一个个球放在勺子里哒,挺有爱,口感偏甜了些.\n那天和R聊了很多,气氛有点伤感.不管内心有多不舍,还是支持你的选择.为了追求一直以来的梦想而放弃现在所拥有的一切,被你的勇气和执着感动.祝福你未来美好的一切.\n味千是个伤心地,以后还会再来吗?"
11525,单位附近。想喝粥的时候去。喜欢皮蛋瘦肉粥。麻婆豆腐才六块钱，青菜也才3块钱。现在觉得这些价钱现在看来不可思议。就是环境不是很好。椒盐鱿鱼须也不错，挺好吃的。
11533,为了去逛世博园，在网上找了好久才决定选这家宾馆，最后艺龙网上订到的很开心。并且订到的是可以看苏州河的河景房，房间干净小巧，前台服务也很好，早餐简单却很健康，有蒸地瓜，蒸南瓜.小芋头等粗粮，配上绿豆粥和各式咸菜，对于前天晚上大吃大喝的我们吃起来真的很舒服。另外喜欢这家酒店的是地点非常地好，到外滩，坐地铁，逛南京路，逛七浦路走路也才十几分钟，虽然是闹市区可是到了晚上8，9点后就很清静了，只是酒店的隔音不是很好，窗户也不够隔音，去的时候附近有在施工，所以很早就被吵醒了，还好出来旅游心情很好，吵醒了也没关系，正好早点出门，嘻！~ 总的来说很满意，下次来上海玩还来这里住！~
11538,上周末和朋友一起去的 因为人比较多 那里还有2个麻将台子 干脆一桌麻将 2个球台\n服务员说办会员卡的话 300送100 而且还有免费的球杆赠送 \n不过后来走的时候也没办 毕竟来的次数不多\n环境还可以了 交通也蛮方便 可以免费停车的
11540,店小，东西款式少，价格不便宜，去了几次都扑空。电磁炉没有几款，营业员对产品性能不熟，不专业！以后再也不会去了的，买不到想要的东西！
11551,慕名而去，的确不错，价格便宜，菜量也大。服务一般但是也还客气。最喜欢的是迎宾酿皮。酸梅刨冰超赞，双色冰点很一般\n    火锅也非常好吃
11559,山药龙骨汤果然精彩，不油不腻，清甜爽口。炝锅鱼有黑鱼/回鱼两种选择，选了黑鱼，偏咸，应该是腌制时间过久。临走发现能指付通付款，据说有活动，会再来
11597,到南充川北凉粉是地方小吃之一。慕名来到市中心北湖公园旁一条“好吃街”找到了川北凉粉总店。\n自行排队买票，找座位，端凉粉。生意很是火爆。\n但味道嘛，个人觉得太一般了。不知道为什么南充他家生意那么好。吃后就一个感觉——辣。但辣得没有特色，估计到成都开店竞争不赢“张老五凉粉”和“洛带伤心凉粉”。
11662,饭饭之hqf前传No.6\n怀旧1下..大1大2的时候..住在2期的时光..\n话说大学生=猪..吃了睡睡了吃..现在回想1下还真的确如此..曾经在上午10.40来这里吃饭..还居然吃下了噗噗满的1碗石锅拌饭[当时只要7元]\n有WIFI…运气好的话..还会有免费的手提电脑提供\n学期结束阶段会通宵营业..仗着自己有空调..胆敢设20元的最低消费\n不过对于盛夏和严冬的松江大学城而言..那的确是个不错的温习之地\n后来搬去了5期..基本上就不出现在学校le…也不去那里吃饭le\n[更新于某年.某月.重码于2010.02]\n经常去的店.比较有小资情调.东西也还可以\n有1次遇到7个老外也在那里吃饭\n姐妹们没事1直就在那里坐着..经理还会跑过来问要不要手提电脑来上网..呵呵..美女的力量\n石锅饭还不错.蛋包饭是我小作的最爱.泡菜炒饭就1般le\n写于2006.04.重码于2010.02\n献给曾经最爱的4008…我们的丽花皇宫
11667,学校门口的超市，这名字就够国营超市的吧\n每次去都会买一堆零食回来，打折的东西还是很多的\n一般家庭消费的东西这基本都能找到\n酸奶什么的折扣的款很多，这要比很多外地超市好的多\n二楼金盛福的饺子很赞，选择性很大，皮薄馅大、阿姨手脚麻利\n就是价格一涨再涨啊，总是很多人排队\n超市下面稻香村、枣糕王、栗子、快餐店、对面的水晶烤肉、披萨...各种全啊...
11669,"拿着朋友的返券去打包。脆皮德式咸猪手98，鱼翅捞饭128,砂煲扁豆丝28,再加10％的服务费，280。猪手很少，一点点肉配油菜；鱼翅捞饭味道极淡，少许几根翅丝；只有扁豆丝还有点意思；怀疑厨子是做家常菜的。鱼翅捞饭随餐的甜点和水果也没送。北京这样的饭馆很多，要做到质价相符确实不是件容易的事，随波逐流很容易，只是让人觉得门口的招牌写着“愿者上钩”。不花自己的亲钱估计也不会来了。"
11681,东西满多的一家超市，很方便，价格当然也非常的有优势，而且环境非常不错，不会很乱很吵，在这里经常一逛就是半天，每次总是满载而归哦
11691,海底捞的服务就是无法比，顾客没想到人家都会想到的，滑牛肉做绝了，我们说过生日，人家又送面有送礼物，实际我们就想试试看他们怎么服务。这里道歉了！
11694,昨天生日，老公订在长乐店晚餐；送了瓶红酒，鹅肝沙拉很好吃，外脆内嫩，酥皮玉米浓汤也很浓郁，主餐我点的台塑牛排虽然是全熟的，但是很嫩很有嚼劲，比老公点的5分熟的牛肋还嫩，强力推荐哦！最后居然还集体唱着生日歌为我送上了生日蛋糕，真的很意外很开心哦！\n因为牛排好吃我全消灭了，所以后来的甜品和生日蛋糕都打包回家了，嘻嘻•••
11699,"绝对建议大家以后别去这家,服务员素质差,居然去买的那天碰到和人吵架,居然是客人把其他垃圾扔进他们家垃圾筒,骂别人""白痴"",这总素质,我在边上也看不下去,吃的东西更别说了,我买了3杯,要求盖盖子,没有!打包,没有!纸巾,也说发光了,居然还卖我原价,这店真黑,什么都没有,开什么开呀,干脆说冷饮也没有算了"
11723,因为一些原因，过来和经理吃餐饭\n一直都听说长堤胜记（电台买了好多好多年），有记忆的第一次来（以前大排档时期貌似来过），经理说以前就是大排档，还吃野味，现在没有了（不知道是不是熟客才有），还不便宜。\n环境不错，很光鲜啊。\n大闸蟹（蟹王），168/只，比我想象中的要小，不过对比中比人家的普通88一只的要大50%吧，因为是尾造（11月中了），所以也不能怪。肉质不错有弹性也挺鲜，还带些膏，很香。至于说烹调嘛，蒸蟹都是这么做的……总体算挺不错。 楼面部长还很好人，看见我们顾着说话，过来说“衬热吃吧，蟹王冷了不好吃”，抵赞。\n炒鹅肠，很爽，味道适中，挺新鲜。我很喜欢吃鹅肠，这里的算是中上水平了。\n烧鹅，鹅质不错，也烧得好，皮脆，肉滑。\n花甲，不过不失，炒得没我妈炒的好吃，算大只，不过壳比肉多……\n浸菠菜，不过不失。\n还有个菜忘了。\n个人感觉总体比东星要好。（因为都在公司附近，性质差不多，所以拿来比较一下。）\n请客带去很好。
11752,习惯吃饭前上点评找好吃的，为了尝试更多自己不知道的美食，也为了不浪费每一顿饭的时间。这家分很高，点评中关于午餐的不太多。我们中午去吃的定食，人气很旺，直接上二楼挤在榻榻米上。点了虾仁蛋包饭，很大一碗，酱汁酸甜还带点小小的辣味，不会很腻 ，虾仁挺大，配上嫩嫩的蛋，不错。
