id,sentence,label
4860,其实觉得周公馆的名字更有名，应该把名字和别名换下\n这个地方是卢湾区的小朋友爱国主义教育必来的地方\n很漂亮的小洋房，有车库还有大大的花园，绿化也非常的漂亮，地段么是极品了,1
4440,新派的纸上烤肉，烤出健康和美味。特味牛肉鲜嫩耐烤，黑椒牛肉味道纯正，香嫩耐嚼。每次去他家吃，基本都得站排，更看出他家生意之火。,1
32875,去过3次了，第一次实在08年刚刚去啊并不免费参观的时候，那时候人叫一个多啊，排队领票都得等半天。后来两次人都少了，还挺不错的，就是那两次最后的镇馆之宝莲鹤方壶没开放。,1
31960,这家桂林米粉店在桂林开了不少连锁，据说很不错。酸辣米粉，5元，味道确实不错，米粉口感柔软微爽，其实……我是个不太喜欢吃桂林米粉的人，所以，没什么鉴赏能力啦！～只是不知道是不是饿了？！觉得不错！！,0
36550,装修不错，价格也较为合理。距离火车站很近，大概步行5分钟就到了。\n某些家常菜还是不错的，分量相对来说也较多。\n总体来说，不错，杭帮菜也有特色。。,1
19101,老女人服务生态度极其恶劣，又撞上大厨出厕所不洗手，第一次来就成了最后一次了。不过还是纳闷在这位置看的店怎么都不长久？风水还是人祸？,0
12610,真的很不错，佛跳墙一盅126不便宜，不过味道也不错，料也不错；甘露球4粒28，虾肉裹了海鲜汁炸的，海鲜汁创意不错，但炸过后整体比较腻，不太喜欢；鲍汁扒螺肉45小份，很好吃，下面铺的芋泥，裹在一起尤其好吃；肉粽3元也还不错，理论上讲北方人应该也会适应；面线糊18小份，哭泣啊，好大一盆，北方人可能觉得不错，不会很糊糊，这边人可能会觉得很一般吧，2人吃的好饱，而且还吃不完，个人觉得比较值了。,1
44251,工作完的补餐，去的肯德基，虽说算是夜宵，倒是吃了点早饭的玩意。\n外偷小店买了点水，我喝矿泉水，胖秘喝王老吉，结果进去胖秘又想喝豆浆了，\n我买了碗粥搭搭，胖秘吃的汉堡和鸡翅。\n我吃的火腿蛋堡，这个味道还不错，糖糖喜欢吃有鸡蛋的东西的，哈哈。。。\n要一口，很大一口。\n啃根油条搭搭粥，还是有老油的油条好吃。,0
3480,书店是一个明信片主题店。主营明信片、手绘地图等。这里还有一面明信片墙，名字叫“寄给未来”，你可以在这里写了明信片，然后放在你选定的日期格内，到那一天，猫空会帮你寄出去，也许是给你的朋友，也许仅仅给你自己。还有一样更值得推荐的，就是做手工奶茶，品种不多，却是不添加任何添加剂，从香港的丝袜奶茶，到英国的伯爵奶茶，香醇美味。,1
6454,实在太夸张了，24小时的店，居然晚上关闭洗手间。难道是认为人在晚上吃喝之后都不需要去WC的吗？\n鄙视KFC不提供咖啡续杯和免费热水。,0
43943,就在中原路和工人路的拐角处，店面很小，经常去那里买鸭脖的，五香，微辣，辣的，和其他店面差不多，味道很好，交通方便。推荐一下那里的鸭脖。,1
10669,不喜欢他们家，首先是桌子和板凳的高度太矮了，吃饭的时候身体整个儿是倭着的，太不舒服了！\n肉夹馍太油，感觉肉也不是太新鲜！\n价格和份量比起来，差距有点儿大啊！\n关键是吃起来感觉没有肉香，不知道是原料问题还是手艺问题？！,0
27182,驾车去主要是没什么地方可以停车，还是得走一段路的距离。\n一开始是为了去猫记吃下粥，还有吃吃撞奶，后来才知道原来还是有几个旧址的，吃完逛逛走走。\n总体感觉像是一个商业村，脏乱，随意。。。还有就是公共侧所很恶心。,1
5617,环境一般，但是很安静！东西味道一般！我赶上的这个杯杯有瑕疵！我的风味牛奶味道还是不错的！朋友的摩卡外表很漂亮，但是味道一般！,0
37710,喜欢焦糖拿铁 网速很好\n人挺多的\n有个GG很亲切\n不过这是南锣鼓人气旺店的共性\n不太适合学习看书 应该不分无烟区域,1
3794,有两种价格，4元和5元，区别是料的多少\n我们当然要5元的，一开始还吃不准好不好吃，所以只买了一个，呜呼\n真心好吃，外面是热的，里面是冷的，一个根本不够塞牙缝,1
11958,几个同事一起过来吃工作餐，一走进店里，就有一股泰国熏香味道飘过来，有免费的柠檬水，我还是第一次吃泰菜，开始比较期待咖喱虾，但是后来发现泰国咖喱和平时吃的完全不一样。。。。虾么，就3小个，可以忽略不计。。。,1
21103,挺具有神秘气息的一个地方，往往这样的事物都很吸引我的\n方塔园的人气不是很高的，不过我个人还是很喜欢这个地方的，大多数都是和朋友一起去的，主要还是到那里去拍照的\n这个地方在松江说起来还是比较出名的一个地方了吧\n方塔园， 不过这里面更加吸引我的却并不是它勒，还是觉得里面的那些小景点挺不错的，例如那些小窄的小巷，两旁都是用石头砌成的墙壁\n走在那之间，就能感觉特别的用FEEL，那个方塔游乐园还挺 有意思的,1
24277,住酒店含的自助早餐，同我住过的酒店内早餐相比，这里还算不错。但另花费59元，应该是不值的。\n看到价牌上商务午餐是49元/位，晚餐是129元/位。\n环境是很好的。38层高的旋转餐厅。第一天早餐时没坐正位，所以旋转时还有点不舒服呢。,0
33308,很有情致的一家店，一个外国朋友请客，选的这里。\n地方虽然不大，但是装饰地处处都很有特色，不过唯一的缺点是地方小空调有些不好，有些闷热。\n点了米线、汽锅鸡、干巴藕条这几样，米线感觉很正宗，藕条也很脆，鸡就觉得一般了。朋友吃得比较满意，他特别喜欢米线，虽然不太会用筷子，就拿勺子舀着吃，哈哈。,1
13227,和家人到四川路去逛街，新开的商场就去逛了一圈，没有什么看的中的，就去吃饭了，里面吃的东西的店挺多的，吃饭不用排队,0
17702,手工制作的巧克力 味道还行 我感觉这类店都差不太多 味道不错 差不多都买过来了 还是觉得 黑巧不错 其中比较喜欢 85%的 对了 还有黑松路 比有些地方好 很喜欢~ 地方很小..老板人很好 很耐心的讲解 并且很有耐心的等我挑选~,1
12453,头几回几乎每个晚上都在那里用餐，都是点海南鸡饭，不要鸡翅膀不要鸡腿不要辣酱只要鸡胸脯和蒜蓉。然后，里面的服务员一见到我就直呼要什么什么。只是我唯一吃过的。喜欢蒜蓉，白菜清汤，鸡油饭吃多会腻,0
1139,评四星以上真的是太夸张了。上海的板长和香港比差距实在是太大饿了。首先服务是真心的差，东西是真心的贵，量是真心的少...三文鱼越切越小，难道是过年了备货不足？那要建议大家过年还是换家店吧。鹅肝烧得越来越焦，和猪肝味道差不多，是不是质量有问题，只有把它烧焦了才吃不出？服务就不说了，个个一张西洋怪气的脸，找个人来说一下，竟然说：你可以不要吃啊！\n请问：板长，你是肿么了！建议大家去之前还是三思，排队的时间也是很宝贵的！,0
20785,一直蛮喜欢港式茶点 看评价来了这里 菜品味道都还算不错 茶点味道也蛮不错 只是感觉还是和正宗差了一点点 价格一般 不过这种东西量还是比较少 俩人 240愣是没吃饱啊 可能是我吃的多的缘故吧 现在还有活动 满100送20元代金券 喜欢港式茶点的朋友可以试试,1
19490,店里的特色应该是芝士蛋糕了，可能是吃过太多种蛋糕的原因，并没有感觉这里的芝士多么有特色，很小的一家店，如果尝尝新鲜可以来尝试一下~,0
16556,很久前在阳光影城看过3D版的《阿凡达》，当时最深的印象就是发的3D眼镜上有好多划痕。。。。好在后来看阿凡达时电影的3D效果还是让我看的很投入。总体上说效果肯定比不上华星，但是性价比还算说的过去的。不过划痕的印象深深印在我的脑海中，所以后来再也没去过=.=,0
9278,因为小时候在这里看电影特别多的样子~现在还开着~\n有时候会路过这里看到变化好像跟以前有点不一样了~\n但是总体的规模什么的还是没有变~,0
28146,之前看点评上好多人都说咖喱锅底比较好吃，这次去尝了一下，果真味道不错，XO酱炒年糕味道也很好，不过就感觉价格有点贵，性价比不高。,1
871,在附近上课，顺便解决的午饭。\n       要了蟹肉包和菠菜的。\n       蟹肉和猪肉混合的肉馅，鲜与香的融合，味道很搭，\n       口味偏清淡，原味的肉馅，但是比较油。\n       第一口吃下去很兴奋，然后变淡，\n       江南风味，不见酱色，油盐却不少，不太适合自己。\n 想到两个事，\n       物价上涨，在文西买5元的午餐，能吃饱就很不易了，可这6个小包子，还可以让你吃好。\n       猪血脖子肉的产业链，甫经曝光，一片哗然，对包子水饺小店的声讨不绝于耳，希望这次午饭吃的是放心肉。\n        希望食品质监部门执法必严，你平时不吃包子，你家人或者朋友总有很多吃的吧！\n  ===================\n      因为我母校旁边的包子铺、肉夹馍都被曝光，那些垃圾肉做的，我和我同学都吃过多次，为自己的肠胃担心啊，也为中国的饮食行业担忧，\n 1，味达美现象\n     味达美、一品鲜等等，现在厨师的最爱。这种绵软的鲜味酱油，让所有菜都一个味了！而且完全没有传统酱油的厚重感，味达美的味道很娘们儿。\n      另，很多厨师也懒得熬制高汤了，用神马高汤精代替，于是味道也就被代替了\n      其实就是现在厨师不重视口味了，为了省时间、为了降成本，抑或自己半路出家，水平有限。很多时候都是应付。职业态度让我失望。中式正餐不能标准化，去厨师化。就是因为咱们的厨艺博大精深，咱们引以为豪的地方。\n2，日本牛肉分12等级，不同部位如何处理也很讲究。\n     咱们呢，只分两种：有毒、不能吃的，要仔细分辨，有时费尽心机了，还会被勿食了；\n      以及勉强能吃，吃了没大事的。\n      讲到烹饪，咱们能用用各种技法突出本味，相对直接生事或者简单煮熟，算是至高境界了。\n      说到取材，中国自古就脍不厌细，追求优质食材，不时不食，不鲜不食等等。\n     可如今，确实高不成低不就，技法，态度没有了，食材又无法保证放心，更何谈品质？金字塔顶层和底层都出现了问题，另，中层的花架子也很多，所谓的菜品创新，类似应试作文，空洞乏味，根本经不起时间考验。\n      \n伤不起啊，伤不起！,0
4805,"2010.1.7\n09年体检时还可以,参见俺10年6月的评论....\n去年12月又去,结果感觉服务明显下降.\n-〉 B超医生极度不负责，1分钟都没到就结束了。\n-〉 眼科医生态度很差，给我测眼压时一直骂骂咧咧的，说我头没恰好。\n  TMD不会好好说吗？\n-〉 心电图医生，检查结束后我问他怎么样，他理都不理，直接赶我出门。\n  开口说话会死的？？？\n-〉 去年给我感觉很先进的排队系统给我感觉就是故意降低效率。\n  明明大多科室的医生都闲着，非要我排人满为患的B超。不知道要平均分配人到各个科室提高效率。\n~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n五星 \n2010.06\n公司安排的体检,\n早先是空军某医院,后来是仁爱医院,慈铭,\n去年去的是这家美年,感觉是目前最好的体检.\n首先有电子排队系统,环环相扣,不象别家体检跟个无头苍蝇一样,到处去排队.\n而且医生很负责,我有个指标超标,那边医生打我手机让我第二天再去复查一下,确认没有问题.而以前的体检,从没有医生主动联系我关于超标的问题.",0
39519,昨天公司食堂停电，领导就带我们几个出来吃饭，因为离得比较近，就选择这里。\n    中午去时，发现大堂也就坐了两桌，生意不太好，估计是这地段比较偏的原因。里面布置的比较朴素，真有点东北农家院的味道。我们一了一间包房，发现里面味道有点怪怪的，于是打开窗户，发现味道更怪。我们五个人点了松茸爆三鲜、铁板烧牛柳、黑木耳炒大肠、大拌菜、凉拌厥根粉、以及两个主食，店里送了一个凉拌豆腐。上菜很慢，估计光凉菜都等了近十分钟。多亏人不多，如果生意好，估计我们那几个菜可以等一小时。味道比较中规中距，都还不错，但也没什么特别的。,0
6994,沈从文的凤凰，黄永玉的凤凰；沱水边，吊脚楼，向往了太久。其实知道凤凰早已经商业化了，可还是不能不去一次。策划冬季旅行，本想窝在暖和点的地方，差点选了三亚或者广州，但突然萌发淡季游凤凰的念头，真是庆幸自己的选择，在对的时候遇到你。\n冬季的凤凰，难得一见旅游团，古城九景几乎全是两个人包场，城墙空旷得让人想上去骑自行车。过半数的店铺关门，少了些商业气息。服务的满分打给九景穿红色羽绒服的工作人员姑娘们，一色干净淳朴的年轻脸庞，从检票到解说都脸带笑意，特别真诚窝心，觉得在这样温柔的地方待久了，人也变得恬淡起来。\n九景里第一个去的是万寿宫，里面有一座许真君像！江西的万寿宫大家知道么，如果说万寿宫的前身叫铁柱观，我想武侠RPG爱好者就不会陌生了。许真君是不是就是二狗子的好基友，铁柱观老观主呢？楼下有一些苗家服饰之类的民俗小展品，楼上是黄永玉美术馆，大惊喜。其实对黄永玉老先生了解不算多，念大学的时候在校图书馆借过一本《比我老的老头》，觉得他可好玩儿，这次看过展览，更喜欢他了。他画笔下的凤凰是有多可爱，你们去看一看才知道。画里“起势”的地形现在已经看不到了，以怀念口吻提起的狗屎柑树，也不知道在哪里欢笑。后来在凤凰逛着逛着，发现到处都有他老人家留下的痕迹，什么“销魂是九夏芙蓉三湘烟水”的题画，什么“一笠到襄阳”的字。他的书法、雕塑和画一样好看，生动、富有力量，带有鲜明的个人印记，和一丝顽心。\n杨家祠堂是一个很好看的四合院，据说不定时会演出节目，淡季么，就没有看到，不大的院里别有一番清静的好看。\n崇德堂有些什么内容已经不大记得了，就记得一棵清香扑鼻的腊梅树，旁边挨着一丛翠竹。院子里还种了两树棵桂花树，一株石榴树，真是四时皆有好景致。\n古城博物馆的房子修得很漂亮，喜欢这样风格不扎眼不做作的仿古建筑。\n沱江泛舟，依然是因为淡季，不算乘船大叔蹦蹦跳跳的儿子，一条船上就只我们两个乘客，悠悠淡淡漂漂晃晃，像一首歌。\n当地特产姜糖，买了糖姜片、裹核桃芝麻的脆姜球、软姜糖几种来吃。也产猕猴桃，到处可见猕猴桃干、汁一类的商品。每家饭馆的特色菜都一样，一个血粑鸭，一个酸汤鱼，菜价也是统一的。随便挑了家顺眼的馆子，名字也不记得，估计家家的菜都是一样好吃，加个没听过名字的绿叶“青香菜”，配一杯甜甜糯米酒，一流也！,1
26625,这里也是朋友介绍去的还好还不错比较实惠的一家店味道也比较好就是交通比较不方便之类的、这里的味道还可以大家可以去试一下奥。,1
15107,本来想去的，结果开着车沿着东湖路绕到淮海路也没找到门。生气了，就不去了。\n现在上海这种有花园洋房的餐厅人均越来越高了，都要500/人。通货膨胀厉害啊！,0
37552,吃过好多次俏江南但是每次吃完都想不起来俏江南究竟是个什么味道 名气大于内容 一直以为太原的店应该没什么人吃去了才发现生意真是好啊,0
16482,第一次去他家的时候 应该是大一，那时他家还没有涨价\n东西分量足，用料好~\n服务态度也很赞\n但是自从他家火起来后，就不喜欢去了，\n原因。。。去过的人都知道的吧。。。,0
8891,同学里面一个北京姑娘评价说，吃炸酱面不要来这家店，然后有非北京姑娘吃过之后也对我说，吃炸酱面不要来这家店，所以上学时候虽然这家店一样不远，甚至比我常去的那家更近，但是基于同学们的奉劝，我一直没有敢于迈进这家店，听人劝，吃饱饭，呵呵\n但是看见大家的评价说口味偏咸，这一点就足够让我失去尝试的兴趣了：（\n不过如果以后有朋友让我陪着去尝试的话我还是很愿意前往感受一下滴，众口称赞的值得尝试，大家拍砖的也值得尝试吧：）\nps，因为没吃过，所以虽然听说的是“差”，但还是写上了“还行”,0
25980,吃的就是味道，无所谓什么噜。物美价廉，确实很超值，鸡脚很过瘾，但鸡肾没啦，有点可惜。。。。。。。。。,1
44358,老公的一堆大学同学从北京回来非要闹哄去听相声，自然大金台算是首选，人很多，确实不错，无有所值，相声演员返场很多次,1
19729,真心是好久没来吃过。也好久没写DP啦。~2011年的最后一餐和老婆来这海吃了一顿。6点半到足足吃了3个多小时= =！。连8点的《金陵十三钗》买了票都不去看了。 哈哈。\n地方还是一如既往的人多外加吵杂。但好在跨年这人多气氛还是大大的有。\n因为体型比较魁梧。这个把2个人的饭钱给吃回来的问题 我表示毫无压力。可最后还是发现小瞧了老婆的胃口。这个问题在她面前连问题都算不上阿！感叹如此个小身体怎么能吃下这么多东西= =。。\n不过金钱豹这种类型的店还是的确不适合2个人来吃啊。一个个去拿东西都不能享受一起拿东西的感觉。可惜。\n最后祝所有人都新年快乐。：）,1
14,以前常去书城，现在常来购书中心，这里人没有书城那么多，而且环境好狠多，楼下就有STARBUCKS买完书马上喝咖啡边看书，太惬意了~我还办了卡~可以打折，书城就不行了~而且这里很环保哦~没有袋子，都是用纸绳绑着~~,1
25079,同事婚宴办在这里，还好有地铁，否则路实在太远，真搞不懂他们为什么会办在这里，地方小，根本不适合举办婚礼，柱子太多，坐在两边根本看不到台上的情况，菜就是一般的本帮菜，没什么特色，可能是婚宴的关系吧！因为路远，估计以后是不会再光顾这家店了。,0
17169,那个三层楼的环境不错，干净，装修也还好。\n但是饭菜嘛，味道很一般，没有什么可圈可点。这家应该做东北菜吧。可那小鸡炖蘑菇实在一般。\n服务员还是比较热情的。,0
3377,去过两次，两次都是MIKE剪的。\n转向了清纯点的齐刘海直发 。\n效果还不错，\n不过我同事还是说我适合大卷。。\n千丝服务态度真的很好很好，而且也不推卡,1
24606,一開始是我吵著要坐纜車上昂坪，結果卻因為人多，改坐巴士上山，纜車下山。\n第一次去，聽聞有齋菜可以吃，於是，買票，一行人先“苦修”（餓肚子）爬山，拜佛。\n下來以後，進不了寺門的我和另一個朋友在外面的菩提樹（希望沒搞錯品種）下聊天，其餘的人進了寶蓮寺。\n最後大家集合，進入齋堂。\n真的不得不說，比起其他的素菜葷做，我更喜歡這裡，雖然我不是一個能夠頓頓吃素的人，可是對於素菜，我更喜歡純正的原味，不自覺的吃了很多 ，哈哈，好久都沒有吃過主食咯。,1
398,恩，挺好的一家店，我用的团购券，但食物和服务丝毫没有打折，东西还不错，量很足，吃的比较饱，价格也相当实惠，地理位置也相当不错，推荐去品尝,1
28096,我和友人相约聚会，十点左右的时候也不是午饭时间\n就想找个地方坐坐\n谁让那个上海歌城要身份证\n我们两个有都没带呢！\n于是来到了人烟稀少的一茶一坐\n初中的时候就知道这个地方蛮贵的\n那个时候咱们有钱的语文老师和英语老师吃个中饭也是驾车过去的\n所以印象中就是一个字贵\n环境还是不错的\n门口的姐姐热情啊\n捡了一个靠窗的好位子\n拿到了菜单\n好贵\n没办法进来就不好意思出去了呀\n于是勉勉强强点了两个冷饮\n一个是大份红豆冰\n还有一个是什么，我也叫不出名字了\n最后结账80左右\n哎哟 我的妈妈\n以后我可不冒昧进来,0
21337,这是我所知道的必胜客生意最好的一家 常常排队 去上影看电影的时候 偶尔会去。最喜欢鸡翅 比肯德基的更嫩更多汁 冰淇淋蛋糕也好吃 至于比萨 我觉得就那么回事。,1
33184,人多、人多、还是人多。什么时候去都得排队，每次去必点猪蹄非常好吃，不过现在价格涨了好多，两人去至少也得100多了，北京已经有外送服务了，西安不知道什么时候有呢？,1
11032,一进店里就闻到了一股榴莲味，但本人实在不爱吃。点了杏仁与芝麻糊，菜单上蛮还看的，可拿到手里就不是这个样子了，反正吃到肚里都一个样，随便。味道还行，但杏仁味多了点，盖住了芝麻的香味，有点可惜。,0
21857,第一次对一个餐厅这么差的评价 首先说服务！来餐厅消费 虽说不上让你把顾客当上帝吧 起码得当个人吧 上去了找了个地方坐下 等了一会没人理 然后叫服务员（两个服务员在楼梯口那个台子旁边聊天）白了我们一眼说：等会！我靠 好 本人脾气比较好 一会过来了 把菜单往桌子上一扔 真的是扔！！！一句话没说扭头走了 一会我们点好菜 叫服务员过来 这时换了个服务员 当然这个过程没发生什么 一会服务员送来了餐具 没有收菜单 过了一会一个男服务员问我们点过菜后就把菜单收走了 但是 他竟然把我朋友的勺子也收走了 开始我们没反应过来 因为在说话 一会我突然发现 我朋友的勺子不翼而飞了 我确信开始时我们都有勺子的 我们面上来之后就向服务员要勺子 服务员说没有了 得等！！！！当时都一点多了 餐厅坐了大概一半人吧 好吧 我们接受了 等了半个多小时 我们又要 一个男服务员就拿过来了 但是 他是怎么拿过来的！我形容不上来 就是一只手拿着勺子柄让勺子在手上一晃一晃的过来的 关键是我朋友伸手接时他仍然在晃动那个勺子 然后来了句：如果你们不打算点餐了就结账吧 我们刚吃到一半为什么要结账 我们会吃霸王餐吗 我们本来打算吃完饭喝个茶吃个甜点的 他说 我们店里没有咖啡 我倒 一点心情没有了 不喝了大爷 所有菜品都被这服务弄得味同嚼蜡 环境也很嘈杂 再也不会去了 ！！！！！！,0
4487,靠近丈母娘家，一直叫外卖的，有时候路过也会买点回去。\n重辣鸭掌是大爱，就像今天，烧刚退就跟LD吵着要吃了，哈哈\n世界杯快要到了，他家的生意又要好了,1
8216,非常好吃的贵州菜，味道很不错，非常喜欢那个不知道叫啥菜名的一道菜，周围放了几个空心的小窝窝，盘子中间的菜放到小窝窝里，然后一块儿吃，超级喜欢这个味道~,1
14004,离市区很远，没有公交车到都，只能先做公交车，然后再找私人的那种三轮车才能到。\n和寒山寺挨着，可以两个地方一起玩。\n这就是著名的枫桥夜泊作者写下那首诗的地方，不过我们来了有一点点失望呢。\n其实是很小的一个地方，门票居然要25，真的很不划算。\n主要是里头没什么玩的，都是些后来的人加的建筑，盖的小亭子，或者在运河上搭个桥什么的。\n有一个巨大的张继的雕像，很多人在那照相留念。\n这是我们旅游比较不起眼的地方。,0
38418,挤死人，唯一给我的感觉就是挤死人呀！高峰时间，最好能避开二号线，实在太拥挤了，上次下班去浦东，在南京东路等上车，一连等了两部，实在太吓人了。非高峰时期倒是还好些，有时候下午去中山公园的方向，还能有位子坐，相对空一点。,0
30828,周日的时候去的，天气有点阴但还算温暖，先在院里溜达了一下，桃花开了一部分很漂亮，有个小小的动物园，可怜的孔雀羽毛都秃了。用餐的人很多幸亏提前订了位子，要不得等了。送的餐前面包不错，干干的嚼着很香，点菜的时候服务员也没提醒会有面包送，自己点了一份配樱桃番茄和大蒜片的面包，下次这个可以省了。奶油蘑菇汤很浓的感觉。扒自制香肠配烤土豆和菠菜，味道不错，女儿好像对配菜的烤土豆更感兴趣。鸡蛋宽面配辣味橄榄油，面有点硬。火腿蘑菇披萨，饼坯很薄。提拉米苏不错，应该比某些连锁快餐店的要好很多，这一份差不多都被女儿干掉！,0
10748,这个是人家请客去的地儿，貌似塘沽的没几个不知道老渔民的，挺有名气的，但是觉得很一般呀，也许是市里好吃的太多了，没觉得这个有什么特别之处，倒是有一个菜让我印象深刻，就是醉蟹，偶滴个妈呀，请客的人一再的宣扬有多美味，可是吃得我差点儿没吐了，鲜没尝出来，倒是挺腻的，因为螃蟹是带膏的，还是生吃，就是拿酒腌一下，晕！,0
37464,这家会所很漂亮环境很好的，设施也很齐全，周末和朋友一起来运动，真的很写意。这里的销售都很NICE，之前帮我办卡的销售听说不在了，还以为没有关我了，没有想到我接的了另个销售的电话，说以后我在会所朋友任何事情都可以找他。真是太好了，这里服务真是好，赞一个！,1
33127,经常同学聚会的时候去，环境挺好的，特别喜欢喝他们家的清汤，一般去他们家就是为了能喝到美味的汤，服务也挺好的，重在是口味合适。,1
20351,"超王记,已经有很多年的历史,\n至少到现在看来,\n王兴记卖的是历史,超王记卖的是产品\n所以从性价比来看,超王记是远远的超过王兴记.",1
30503,环境不错，店面有点小，可能是人比较少吧\n服务员态度非常好，基本都会微笑服务，还有半跪点菜，让人很舒服\n披萨的话比必胜客要好很多，当然也贵些，不过披萨也就算个快餐，没那么多讲究,1
12912,不知道为什么这家店生意比不过HAPPYLEMON 我觉得他们家奶茶是我喝过奶茶铺里面最好喝的了\n不管是牛奶味还是茶香都很浓 甜度也刚刚好 赞极了,1
14718,有段时间超喜欢吃。。。几乎都尝遍了\n最喜欢的是芬迪系列的，口感不会那么甜腻~~\n另外还有一个什么安琪的也不错。。。里面夹心奶油的。。。\n集点活动换到了一个马克杯~~,0
33267,进包间前，两边同时拉开门的感觉真是很会所。\n消费的价格也令人咋舌。\n唱歌的设施倒没觉得特别好，但服务生都受过比较好的培训，倒酒切水果还有鼓掌什么的。\n偶尔玩玩也觉得不错了。是一种享受,0
17944,"???????,??????, ????????????! ???????, ?????????tm??! ??3???300 ?, ????! ????????!??! ?????????????! ?????! ??13???????????????? ??????! ?????5??,?????tm??! 68,??88??,????~ ????????, ????????????! ????! \n?????????????,?????????????!",0
40493,我在这吃过一回，挺好吃的。我和老妈来的，后来带娜娜来过一次，结果人家说休息，不营业。搞得我很郁闷。结果和娜娜去别的地方吃的。,1
37872,环境并没有想象得好。尤其服务员，就是小服务员而已，态度那么猖狂！极其傲慢！服务态度让人作呕！价格一点也不值！\n单冲服务，也绝对不能去！！！太失望了！！！,0
44734,实在是太贵了，那天部门吃饭，8个人，点了一瓶清酒，一共花了4000多元。食材和口味一般，类似于其他的日本料理。可能是在五星级酒店内，所以价格很高。如果以后朋友聚会不会选择那里了。,0
41794,真心喜欢闵行的交大啊！可是我只享受了半年就被赶走了〉_〈。记得大一刚入学的时候什么都很新鲜，寝室四人每天都在想去哪个食堂去哪个社团去哪个图书馆。选择太多了也是非常苦恼的。喜欢交大所有的食堂，半年也没有吃遍过，图书馆里书很多环境很好，我离开后又建了一个更大的图书馆，唉没有福气享受咯。。。还有很大的操场和体育馆，还有思源湖，还有空调的教室，各种怀念啊。。。真想回到过去回到交大的日子,1
28651,自己很喜欢薄荷的味道~所以觉得味道很好~~\n我们3个人吃了很多东西~然后大家一起分~\n结果被隔壁桌的法国夫妇围观了囧、、、、、\n恩 走的时候老板给了棒棒糖\n对了 还有个土豆啥子的一个菜 味道很好~但是忘了菜名。。。\n里面装修很别致 很精致~~,1
28240,儿子九朝在这里办的酒，请了4桌客人，很幸运，订到了4桌的包房。由于没时间，订位子的时候没有点菜，服务员告诉我没关系，到时候点也可以，他们上菜很快。问题来了，当天提前1小时点的菜，上菜的时候每桌的菜上得参差不齐，上菜速度极慢，几次客人都吃得停下来。最离谱的是吃到最后有些菜都没上，客人都要走了。第一次吃酒席遇到这种情况，而且竟然发生在我身上，我自认倒霉。\n服务员态度还行，不断的抱歉。还有上菜的顺序有严重问题，点了4个凉菜，才上2个就开始上珍珠圆子这种菜了，郁闷ING.,0
41205,比起老店差远了 环境不好 菜的味道也有差距\n点的葱烧海参 吃起来咯吱咯吱的 应该是沙子吧....\n老字号的酒店 幸存的已经很少 有些人该反思一下了,0
6712,是慈禧太后身边红人李莲英的私宅，保留了原有的建筑风格，略加装修，不起眼的门脸，但进去之后仿佛步入皇家园林。菜系只要是官府菜和粤菜海鲜。价格极高，适合商务宴请,0
43349,满心期待，结果大失所望！我不知道是不是因为做活动，或者是有团购的缘故，食物的种类真是少得可怜，食材质量也太对不住Westin这块招牌了吧？老婆吃得很不Happy，撂下狠话：再不来了，这一顿甚至比不上洪山宾馆的自助早餐。,0
8315,前两天看到有人说加州风情自助如何如何，我也来说一下自己去吃过的感觉。 \n菜不多，三文鱼不新鲜，还有热菜到了6点半都是冷的，吃的胃不舒服，不过麻辣烫和面条还不错，烧烤不用自己去点，一直有人来分 不同的肉啊鸡翅等等。至于订餐，服务员在电话里说不用订位，自己早点来，可是我去了之后人家又是另一种说法，我就奇怪怎么不能定呢，总体来说服务有好有坏，反正有些人挺不客气，也很冷淡，没有长兴楼相对的好。虽然长兴楼宾馆菜也不多。但环境还是不错地。,1
17008,难得的市内禅院了，香火很旺。\n有次和朋友聊天说最近不顺要去烧香了，其实当时是随便说说的，可是朋友说不去要倒霉，没办法就只有去了。\n听说这里的素斋很不错的，还没时间来尝过有机会一定要来试试。,1
24407,环境非常好，服务员的素质比较高，是平时晚上去的，人不是很多。餐厅的细节都做得比较到位，管理得不错，给我印象深刻的是洗手间整体布置的很特色而且很整洁。主菜我们点的鸡鸭肉和羊肉，都做的稍微有点点老，个人比较喜欢鸭肉配餐的豆子，甜甜的，羊肉配的是意大利面条。分量比较大，我们点了沙拉，主菜和一个苹果派，最后有点吃不下了已经,1
1806,好似未试过e度嘅奶茶咪试试，价钱都算公道，奶茶味就一般，而且香精味重咗d，不过e度嘅选择好多，5会话好单一无得选择，价钱也相对便宜,0
18812,再没看新闻以前特别喜欢去的地方，怀孕的时候都去吃了一回。很喜欢里面的牛肉。直到看新闻说他家是成都最大的潲水油老板，忍着口水也不敢去了。,0
11759,之前，路过的时候去店里吃过一次，因为想吃排骨米饭了，味道挺不错的，不腻。特别喜欢配得小菜。现在想吃还吃不到了~~呜呜~~排骨米饭是青岛的特色小吃吗？,1
