sentence,label
南洋双鸡肉卷11 一般 酱比较少 黑椒鸡肉汉堡超级好吃13.5好像 不比M差 脆鸡什么饭酱汁很好吃13左右 现在有活动买任意+5元送个咖喱鸡饭 咖喱味相当不错 就是米饭夹生 在平遥吃的最好吃的一顿了= = 店面很干净 服务员有礼貌 去的时候刚刚停过电,1
在篱笆上研究了很久，最后还是去了哈哈家，实体店是在置地广场后面那幢楼，地段不错，找起来还挺方便的。 店里人气很旺，一直有很多人哈~ 最后买了个79分的小钻钻，成色和切工神马的都非常满意，戒托选了卡地亚的经典4爪，很漂亮，当然价格也非常实惠，介绍了很多朋友以后结婚也去买呢~~,1
很多同事都喜欢吃辣，所以公司的午餐基本都是在那里吃的。一群人围个大桌，点几个特色菜还是很不错的。地方不大，还算干净，就是服务员的态度实在是不敢恭维。总算是去得多了，跟厨师长又混了个老乡情面，后来去就客气多了。菜倒是真的很好味。特别是那道剁椒鱼头，人多的话，经常会点两份。鱼吃完了，点份面条，拌着汤汁非常的美味。,0
7个人中午去的，人少。 鹅肠是必点的，鸳鸯锅，辣还行，就是非常麻 环境不是很好，有些陈旧的感觉。 菜量太小了，一份就一点点。 价格方面，朋友请客付的钱，我就不清楚了。 停车，路边停车理论上是收费的，但是没人来找我要钱。,0
眼看着他家的价位缓缓上升，从1字头变成了2字头。且不说价格，东西确实好，最喜欢的还是他最经典的台塑牛排套。 上菜很用规距，严格遵守了西餐传统的顺序，虽然每个菜看起来都是硕大盘子中心的一点点，但一套吃下来，绝对是管饱的。牛排相当地嫩。他家宣传一头牛身上只找得出6客。如果真是如此精选的话，这个价位并不离谱。 服务也好，一水儿的男服务生，帮忙切分牛排什么的，很安静，但很专业。,1
与周边一带的众餐馆相比，环境算是不错了，中午生意总是很好，有时还得等位。 鲜肉汤包貌似最受欢迎，味道也确实不错；小馄饨就不太好吃了，都是面粉的味道，还油油的；面的品种不多，口味也一般。 总体来说，是个能偶尔吃吃，随便打发一顿饭的地方。,0
帆布配皮包包，挺好。很多人都说好！好像是他们家的基础款，不过，外面撞包率很低 他们家的真皮价格好贵。几乎是帆布的的两倍， 我喜欢名牌的感觉。,0
很美味的猪肉脯，唯一的问题是太好吃，有点油。吃了就放不下。。。为了好身材还是要控制美食的诱惑哦。经常有折扣，门口有免费试吃的活动。,1
这是在南京算比较出名的一家了 上次去买了半只酱鸭 半只盐水樱桃鸭带回家 家里人吃了都是赞不绝口 觉得很好吃 尤其是酱鸭,1
装修的确实不错 包厢也有地毯..我们6个人坐了12个人的桌子..晚上人挺多 车位比较少..活动比较多 送券 服务不错 就是不太喜欢服务员老在包厢里....菜和牛肉都有点贵了 牛肉当然还是特色....麻辣的锅那是相当的辣啊 ...不过能吃到如此有味的辣锅也算不错了...,1
来绍兴不来咸亨等于没来。装修一新的店堂间已经没有了往年的破旧，半自助式的点菜换来的是便捷。也许是生意太好的缘故，很多菜经常是来不及提供的。但是口味还是一贯的好，特别那个梅菜烧肉很是入味，可惜梅菜有点酸。每桌必点的太雕，好像所有人的酒量都大增了，不愧为黄酒的故乡啊。,1
一家老店了 妈妈们喜欢去的地方 在那个时代 买毛衣大概就会这个地方吧 因为就在剪头的地方边上 所以每次我去修头发 我妈就进去溜达一圈 然后到店里等我 毕竟不是那个时代了 已经买不到什么称心的东西了 这是个遗憾,0
粥的味道不错，比学校旁的健将一品粥要好吃呀。就在4号线魏公村站出口，就是从学校走去那里有一点点远，而且晚上人还比较多，很热闹，有点吵。喜欢吃他们家的豆豉排骨。,0
番禺路上类似的餐厅太多了，这家店除了做一般的面点外，还有荤素自助搭配的盒饭，大荤一般十元左右，生意不错午时人气还挺旺。,0
肚子饿路过买来吃的，一点也不失望。招牌大鸡排肉很厚外皮脆，有好几种口味，我选了孜然的咬上去很有肉感，比豪大大性价比高很多。,1
就还好的一家店，生意还好，口味。。。。。。还好。肉质还好，反正就还将就的一家店~~说不出什么特别，要说哪里不好也说不出来~~个人感觉性价比不算高就是了,0
中午路过的时候进去看了一眼，里面有点儿暗，店主也没招呼。看了看屋里的架子上摆满了颜色艳丽的简易手工艺品、小玩具什么的，还以为是用来卖的，可是又觉得简陋了点。回来看了点评才知道是做手工的地儿~下次去试试好了。,0
这家店能坚持到现在真是一个奇迹，一帮由中餐劣质厨师改良的料理师。和一帮服务不知所云的服务员。一个在龙之梦情人节那天不用排队的店。这家店能坚持到现在真是一个奇迹！！!,0
这家店是伊藤的旗舰店，是迄今为止成都伊藤营业面积最大的店铺，11月8日正式营业，11月4日、5日试营业~ 我今天去的时候都已经是晚上七点，没想到试营业只到下午四点就关门了，没有逛到，真遗憾~ 从外面看上去还是很大的，啥时逛了再来修改点评~,1
味道很好，辣的很过瘾，刘一手豆腐超好吃的~~~ 往锅里下东西的时候千万要小心，很容易把辣油蹦出来，烫伤就不好了。 好吃好吃~~~,1
环境不错，也很方便实惠，进去以后选择很多，猪排饭很好吃，还有煎包（8元），吃了鸭血汤，口味很一般，里面做模型的塑料菜肴很逼真，算是一种特色吧,0
看了大家的点评就特意去了一趟， 真的很实惠， 寿司一般很贵，但这家的价格让我很欣喜~ 现场制作，感觉很干净， 特别喜欢里面有肉松的，加了蛋黄更不错， 金枪鱼寿司很赞！ 美中不足是我认为米饭泡制味道不够，酸酸的味道差了些！ 但很实惠，所以推荐！,1
离家近，与海底捞近在咫尺，环境也行，就是人多，桌子小，人与人之间没有私密性可言，几乎成了多人同聊。服务员的服务也跟不上，人一多就晕菜，按半天呼唤铃都不来，只有买单时腿还快一些。,1
请客时点了一堆，记得菜品口味还好，摆盘也漂亮，价格还算可以接受。印象最深的一个是三杯鸡，还有一个小乳瓜炒虾仁。小乳瓜只有一点点大的小黄瓜，很清淡好吃。,1
在川沙开了蛮久了 菜式品种不多，没多大选择余地，印象最深的也就酸菜鱼了，比较入味 ，鱼肉不错，一般会再点个干锅吃吃。,0
奶油是路边店的那种假奶油，吃起来比较油腻，看外观就能看出来，吃起来口味不是一般的差，因为本人一直去味多美窝夫小子之类，奶油是否纯正能感觉得到。虽然是老店，但也需要创新了，否则服务和体制不变，估计维持不了几年,0
他们家本来在四川路有分店的，可惜后来搬走了，黑米糕好吃的要命，还有玉米糕，每次都吃的停不下嘴巴来，离我家太远，每次只能朋友聚会让她帮我带~~不过还好太远，不然天天吃，非肥死不可，我可以以口气吃一条。。。我最爱的黑米糕，甜度适中，口味极佳，真心值得推荐，喜欢吃糯米和甜食的人千万不要错过！,1
参加某公司活动所以是包场的，活动鸡尾酒主题，所以没吃菜，但是提供的二款蛋糕和薯条超级好吃~~~地方小小的，外面有个小阳台，搞私人PA是个不错的选折~~~,1
同学聚会的时候去过，从那边的KTV出来离小肥羊很近，我们去的时候是六点，人比较多，可能服务员忙不过来，服务有点不到位，叫了好几次才拿东西来。总的还是不错的。,1
32how有三间风格不同的房间可以选择 其中一间是不能吸烟的 另外两间可以 我们选择了有满满一面墙都是书的那间 喝点咖啡 看看书 蛮不错的 要了秘鲁和巴西 果仁蛋糕和烤培根 服务员又专业又温柔 只是后来回了21才知道 原来用21的房卡可以在32打折的 很喜欢的一家店 有机会去厦门还会再去的,1
这家的嫩汁鸡排和一般的鸡排不同 不是用剪刀剪成一块块的 而是整个鸡排咬着吃 7元的是一人份得12元的2个人吃刚刚好 真的很嫩奥还有汁水呢 这边提供的粉是椒盐，梅子和芝士 味道也很不错 芒果奶露现在是搞特价原来是6块得现在是3块 这个有点甜我一般都只要1/4的糖味道刚刚好 顺便说一下这家的女老板是台湾人 服务超级热情真的很赞,1
"不知道这家为什么自命为老广东, 一点都不广东啊... 炒菜很一般吧, 有几个做的还可以, 可是各个菜系都有做,想来也好不到哪里去了, 价格也不算便宜, 实在是很一般. 感觉在这里吃盖浇饭或许应该比较妥当一些.",0
味道好一般的。羊肉蛮新鲜。 不过跟一般火锅没有什么区别。 没有特别惊艳的感觉啊。。 酱料不好吃。就是花生酱。。 下次不会再去类。,0
现在什么都贵，烧鹅仔的饭也随大流升到了最便宜7蚊了。招牌手撕鸡真的很不错，是最多人点的一样菜。我个人最喜欢吃烧肉啦，皮脆肉香，很好味！就是吃太多了不健康，而且有时候的出品很肥。。。 不得不提的是，这家店的窗口里面有2位师傅，最外面那位专门负责外卖，得闲的时候会帮手堂食这边，如果饭盒经他的手分量很足；相反里面那位就少得可怜了。。。,1
这家新元素刚开张的时候来得次数比较多，而且可以免费停车，现在这个优惠已经没有了，嘉顿广场有点过分，就停在室外还要收钱，上海停车收费感觉非常混乱。 菜品都还不错，只是新菜单的菜好像都不怎么样。 还有一点，之前他家用餐，有携程卡，满果汁可以满一送一的，结果没多久优惠就没有了,1
去过几次，人很多，每次去都得花10到15分钟的时间来排队，由于自己本身比较喜欢喝茉香奶茶以及芒果冰，只试过这两样，其他的就没有试过，茉香奶茶感觉味道还可以，冰的喝起来更爽，不过那个芒果冰的味道，我感觉不出是鲜芒果榨的，估计应该是果汁浓缩液之类的吧，觉得一般般。,0
去过很多次，烤鱼味道很足，有时候稍微有点咸（我比较口轻）肉质紧实有弹性、没有刺，5岁的侄子也可以自己动手吃。 手剥笋很鲜嫩，也是偏咸。 以前每次结账后还送代金券，现在很少送了。 青稞酒和一种什么藏碉很好喝。 环境一般，吃完了一身味道，马上回家洗澡换衣服是王道。,1
她家的辣子鸡很特殊，是有汤水的，还配上送的锅巴，很好吃 酸汤鱼也蛮不错的，很酸，里面没有酸菜，有的是酸萝卜，很带劲 其他的菜，腌菜肥肠也还行，腌菜是自己家腌制的，肥肠处理的很干净 总的来说，这家店的口味很重，不是很酸就是很咸,0
"就在妈妈家附近开了这家快乐柠檬店,真方便. 点了杯""胚芽奶绿"",要10元哟,有点小贵,凭VELO券优惠了1元. 奶绿就是加了奶的茉莉花茶,还有些胚芽,味道还挺香的. 只是服务生的动作有些慢哟.",0
那个墨鱼仔真是不咋的，感觉不新鲜，而且给的都是脚啊脚啊。。。。囧~~~~ 酱料味道也一般，就是人少，感觉比较安静 用了券，抵扣了50快，否则真不值得啊,0
经常来这边吃汉堡 超级巨星芝士堡 很好吃 个头挺大的 基本上一个下去自己也差不多吃饱了 可能自己的胃太小了吧 奶昔感觉一般化 芝士薯条还蛮好吃的 芝士的味道很浓郁,1
南京这么多类似的西餐厅中，在美丽心情吃的最多，因为口味真的不错，什么烤鸡烤鸭披萨。。。还有牛肉蘑菇炒饭。。。用心情卡和E卡可以打折，挺不错的。。。地方不大，但是有情调,0
这家德大不能和云南路的比，吃的东西少的可怜，主要是吃些蛋糕的，连想吃主食的话也只有快餐，开在这个位置不充分利用这是有点儿可惜，怪不得一直没有什么人气。,0
新推出的酸汤鱼味道还不错 量很足啊~~~ 鱼肉也很嫩 孜然炒面就不多说了 很招牌的~ 土豆饼味道也不错 就是稍微油了一点 平时最忙的时候老外很多 都是复旦留学生,1
已经吃过饭，跟朋友找个地聊天就到这了。要了冰淇淋，饮料，边喝边聊。环境很好，红豆冰山很好吃，甜而不腻。楼下就是地铁站，很方便。,1
在家附近，就去试了试的，味道到还不错吧。点的是骨头锅底的里面东西还是满丰富的，骨头上面肉还挺多的。饮料畅饮这个不错的！,0
10.8.3 来到置地广场的地下 早就查好了 当时怕找不到哈氏 就买了这家不知名的蛋黄条 但后面意外的败到了哈氏家的 据说两家是一个厂生产的 确实 味道上 也没大差 只是这里的更硬了些吧.... 买了各种口味的 18m一斤 比哈氏便宜两块钱... 最好吃的是葱油味的 其他的不是放久了咬不动了 就是没滋味...,0
现在貌似这个地方改名叫紫昱轩了，但卡上还是写着金鼎轩。很喜欢他家的三明治比7-11的性价比高，金枪鱼和火腿的都不错。每天的套餐味道也很正。还有要说的是一些小点心粘豆包啊，榴莲酥啊，麻蓉包什么的都很好吃1、2块钱。基本上是我每天解决午饭的地方,1
"底层是购物的,基本都是西藏和尼泊尔的边境风格,楼上是餐厅,晚上也可以当作喝酒休闲的场所.本来没打算去他家,不过,那天都是人,就他们人少,看到服务员很客气可爱,楼上那个藏式风格的单间还不错,就去了.吃的东西也都是那个路线的,比较平民化点点,据说是青海进的货,服务员小姐都很和气可爱,服务比较亲切.感觉不错的地方.出于个人感情,还是比较喜欢的.",1
和朋友周末出来溜达，顺便去喝咖啡，感觉costa一直名声不如星巴克，不知道是不是比星巴克进入中国晚的原因，拿铁挺好喝的，不过跟星巴克比其他食物还是稍稍差了一点,1
"这家哦...特地中午打车过去吃的...打车17块,一个套餐15块... 中午生意真的满好的,到了门口还排了会队.三个人点了一个烧鸭,一个盐焗鸡，一个叉烧套餐，再加了个叉烧炒蛋。量倒满足的，肉挺多，蛋也很多，味道还可以。环境一般，中午过来吃吃满实惠的，但我们么，过来一次尝个新鲜，够了。",0
上周和同事特地下班地铁相约去吃老鸭粉丝汤，居然涨价了，现在是12元一碗的，又加了4元的料，鸭肝还是那样的有滋有味，，但是加了料之后的量也不见得多，以后去吃要单独加料，不能混在汤里，，,1
东西真的很好吃，分量又足，在夏天的晚上出来遛弯吃，实在好吃不过了。就是价格有点贵了，每年都在涨价，有点那个啥。。。。哎。谁让好吃呢,1
吃过2次了，到现在想到评论下，不错的味道好，做得精致，所以量有不多，但是食材超新鲜 啊可恶的字数啊可恶的字数啊可恶的字数,1
离应用物理中心较近的涮羊肉……味道真的不错……分量也很足…… 羊肉一来一大盘……真实诚…… 味道还行吧，好像跟其他涮羊肉差不多…… 就是没什么特色……,1
这是我唯一光顾过的一家店 也是时常光顾的 记得从前总是翘班 一到下午就带着电脑去 点上一杯咖啡 坐上一下午 很喜欢那样的环境 坐在落地窗傍 看窗外熙熙攘攘 很惬意的感觉 感觉他家的常客很多 每次去总能见到一些熟悉的面孔,1
自己吃了一次，给人拉去吃了两次。看了点评，才知道原来就是天河南那一家。第一次去吃，菜单上面介绍说主厨曾经主理过川国演义，很是抱着期待的心情。点了特价菜酸菜鱼，不酸但很辣，是我吃得最辣的酸菜鱼了，后来也点了其他两个特价菜，发现特价菜做得都比较敷衍啊，好像早就做好放了一段时间的样子。这样不行啊，不能因为便宜就随便乱做，这个减分。最加分的是川北凉粉，够味，其他菜一般，没有特别要说的。,0
购物环境很好！里面全场有无线网络，在宽敞的大厅坐坐上上网很好！品牌不是很多，但是有些有点贵，不过打折时可以接受的！,1
"味道还行,羊汤里面肥肉末很多,就是觉得有点腻,所以倒了很多醋,到了山西不吃醋可不行啊:)羊割也一样,有一种饼的味道很好,可以一吃",0
朋友生日去吃的~一大桌子的朋友的下属~都是些年纪很大的叔叔伯伯~哎跟他们吃饭这个拘束啊~没什么影像特别特别深的菜~就一个清蒸左眼鱼？是叫这个吗？还算可以~别的也没什么特别的~家常菜都这样咯~,1
甜品真的不好吃，甜品师傅失恋了吗？日料和海鲜新鲜度还可以，肉类丰富，口味尚佳。奶油蘑菇汤是酸的，很奇怪的味道。哈根达斯畅吃。,1
去了一次，吃的不错，但是上菜速度有待提高，也许是太忙的原因吧．环境有一点乱，不过这个价位还卡以了，适合朋友聚会，很热闹！,0
有点旧上海的感觉 去过一次 感觉应该都是90后喜欢的东西 挺赶潮流的 感觉自己老了 小店很多 东西也都是流行的 但是人不多 可以砍价,1
好味道~选择也挺多的，来吃过几次了~各种干锅都有哈~呵呵~板栗也好吃~不错，值得推荐哈~呵呵呵，~~~~~~~,1
朋友说要买包包 让我陪着去 逛逛好多地方 都没有合意的 也去过Bottega Veneta 看了几款还不错的 就是太贵 没舍得买,1
两人吃，点了朝鲜冷面、芝士玉米、炒乌冬面 朝鲜冷面，还好，不对我的口味 芝士玉米我的大爱，不过没有郑州土大力做的好吃 炒乌冬面，很好吃，火候很够，吃了还想吃 餐前的泡菜挺不错的，就是量有点少。,0
看上去很冷清，好像没什么人，和旁边的易买得超市形成鲜明的对比。房地产泡沫的引导作用在这里有了鲜明的体现，东西比别处都贵很多，自然没人来了。,0
弯弯鸭脖味道其实还是不错的，很香很好吃。不过感觉就是鸭子的脖子骨头太多了，每次吃都要吐一堆堆骨头。现在好像还没什么廖记棒棒鸡做得好，在味道和选材方面要下点功夫才行。,0
白吉馍个人感觉做的大不如前了！肉量缩水很严重！米线味道也一般般，对我来说，这里只是能解决温饱问题，没有什麽刺激味蕾的东西。,0
和朋友一起来这吃炖鱼，呵呵，顺便喝了些白酒，环境不错，鱼做的还是不错，草鱼，刺有点多，我最爱吃这的藕片，吃了两份，很不错哦，挺高兴的，总之！ 这里顶包间不好定，呵呵，提前订,1
随便吃吃还是可以的，性价比还行，基本上经常有优惠活动的，满100送50，还是蛮划算的。就是环境有点油腻腻的。东西一般吧。,0
秋林的红肠是真的很有名，每次去两个窗口都排了长长的队伍。我比较爱吃现在秋林做的软点心，都非常好吃。,1
装逼圣地啊亲！服务员很帅！装修很小资！水果色拉很新鲜，配的酸奶还不错。周日下午没什么人，感觉很悠闲，适合和朋友坐着无所事事聊天度过一整个下雨的午后,0
"昨天吃完，老公说，你点菜的水平怎么大幅下降了呢？ 点了砂锅全鱼，猪腕,一个青菜，一个热干面。四个菜，只有猪腕比较好吃。菜偏咸，鱼肉明显不新鲜。服务的小妹很忙，好像人手不够，换一个碗筷等了好久。 很郁闷。估计不会再去。",0
经常去他家用餐价格在那个商场很合理，这家餐厅真是花样很多现在在等位区摆了好多免费水果米花 ，其中还有猕猴桃大方在不断送。难怪生意实在太好，每次几乎排队，不过环境和性价比值得等，服务还不错！！！！！！,0
他们家的鲜奶小方真心的好吃哦，不甜也不腻，奶油味道又很浓，而且里面还有水果颗粒~~~每次去都会买好几块回家慢慢吃~~~另外他们家的核桃挞也不错，推荐~~~,1
挺不错的一家店，这家鞋子也都蛮好看的， 款式也很新的，不过价格有点小贵， 不过一分价钱一分货嘛， 以后考虑购置一双．,1
"他家的咖啡好在哪里?恐怕好似是心理作用吧?一般都是买完了就走,咱不是小资,不讲究情调,呵呵.除了抹茶的基本全按喜欢,就好这口,木有办法!",1
下载了优惠短信，洗剪吹48元，还不错。另外，这套餐无论你局不局油都是一样价钱。原价洗剪吹58，凭学生证还可以再折，。就在林和东路公交站对面,0
"墨西哥玉米饼很好吃,又香又脆,夹着各种风味的馅.南美风味的牛肉丸,炖羊肉很好吃.面包也不错.炒乌冬面.土豆汤都不错.只可惜胃口太小.一下就饱了.很多生鱼片没有胃口吃了.",1
韩式辣锅贴一直是最爱，肉燥拌面很好吃，酸辣汤很入味，服务很差劲，好吧，我最不挑人挑，东西好吃，就不多废话了，冰豆浆不怎么新鲜,0
天冷照旧是热香草，配上两件蛋糕，一个是芝士原味，一个是提拉米苏什么的，都很好吃。如果不是午饭太饱我还想把另外几款蛋糕都尝一遍。,1
最喜欢他们家的面包了，价钱也不贵，还定过一次樱桃乳酪的蛋糕，不是很甜就是有点酸，凯撒大帝分量好重，芝士球味道很浓，喜欢小丸子，但是没看到玫瑰起士，不知道是不是卖完了，每次都会奶茶玛奇朵还有海岩咖啡,1
7分熟的超值牛排有点老，莎朗牛排筋太多，副餐可以续，但多吃也无味，不过牛排分量倒是挺十足的，加了黑胡椒酱，味道还行吧，有点小贵，不过能吃饱。 西提吃不饱啊!,0
吃了虾仁大混沌和全家福，香菇鸡茸云吞面。喜欢他家的环境和不错的服务态度，很舒服的感觉。每颗馄饨都有一粒虾仁，云吞面的馄饨感觉没有太熟，面还是不错的。,1
进门最显眼的柜台里堆满了雪月饼，那些蛋糕什么的都被安置到了一角。 不知道为什么脆雪月麻油盒子了，另给了个雪月饼的外盒。 幸好是自家吃不然送人就~~~ 出门挤了一大堆黄牛就在嚷嚷“票子要瓦？？” 正是月饼进行时。。。。。,0
7月17日在他们家买了8只蟹，第一次吃，感觉味道还不错的。 感觉老板比他们家的蟹更有特色，是一个蛮有劲的上海男宁,0
辣白菜炒饭 辣白菜口味还是不错，尤其特别喜欢这里的辣白菜和腌制的辣萝卜。 觉得很划算每次吃得，味道也很好！ 点了5花肉，给一小碗泡菜 哈哈,0
其实蛮好了，每次培训的时候，都在钢专吃的，偶尔也会溜出来吃，至少比1420大酒店好~老实话哦~~~~~,1
单位吃饭去的！其实不觉得怎么样！因为湘菜应该是很辣的吧！但是本人觉得一般般！剁椒鱼头倒是不错！点了碗光的面来和着鱼头里的料吃，很不错！,1
经常参加在宴春酒楼的婚宴和生日宴会，环境还是可以的，价格也还适中，菜的味道也比较好。早市个人比较喜欢吃汤包和肴肉，不过就是价格太高，难得吃一次还好，经常吃就有点吃不消了,1
和朋友在圣诞节后的周末去的，看的是让子弹飞；刚好有同学给的优惠券，在网上查的时候明明写的是三张兑换一张电影票，结果售票处的工作人员说现在是热映电影，是要四张兑换一张的，没办法又加了10元钱，和售票员说好了选个中间一点的位置，结果给的我们第四排，真是无语，环境也不好，总之很失望，下次不想再去了。,0
在夏天的某日 别的场子都人满为患了 突然想到了这里 在已经换过两个地方的情况下 仍然故我的来这里 觉得门面蛮大 里面应该也不错 果然没错呀 基本上人很少 价高自然人少 要是想有个VIP的柜子 先准备好三万的银子,1
同事有次请客。 味道做的非常好，环境也不错。就是上菜有点慢。 来这里图个好彩头和好味道。 其他的不重要了。 附近停车好像不太好停啊。,1
好吧，我不是来砸场子的。我家住在附近，每天从店门口过，鸡笼子就安放在人行道上，一股鸡屎的瘟臭，老板娘抓鸡杀鸡既麻利又凶残，鸡垂死挣扎的鸣叫声刺激着人的神经。而且那公鸡，都不知道吃什么长的那么大，鸡冠鸡脚都很大，看了有点怕人的。,0
雅园米粉馆的米粉很有特色的，做得比较好，香辣到位的，口感很好，味道很不错， 也有其它的湘地美食可吃的，消费不贵的喔。,1
红豆粥和鱼片紫菜粥的味道都很好，不愧为粥城。 自助拼盘很人性化，可任意搭配凉菜，满足不同口味需求，很受欢迎。 美中不足的是干锅茶树菇，味道似乎没有像它的价位那样“水平高”，有些油腻……,0
话说此地我还真去过。 印象不深， 以至于居然忘了点评了。 口味评分26， 这不CD呢嘛。 就是一路边很不起眼的小馆子， 主营PIZZA。 味道相当一般， 而且就这么个规模的店来说， 价格偏高。 一次性餐厅,0
鸡汤味道一般，感觉都是味精，套餐味道很一般，服务态度还不错，东西倒是蛮便宜的，只是味道有待加强，总的来说不会去第二次了,0
早点品种超全，锅巴菜和老豆腐味道真的的不错，不过果子、饼之类的东西就差点了，不是现炸的，都凉了蔫了…,0
周六朋友请我和老公吃饭，说她家附近的韩国餐馆还不错，让我们去试试。 有可能不是什么闹市区，所以饭店去也不用等位，小店中大概也就十几张桌子，三三两两的有几桌客人。 朋友点了招牌五花肉、薄片五花肉、羊五花、石锅拌饭、铁板海鲜、铁板豆腐、海鲜饼。怎么说呢，这家的东西随便吃吃还是可以的，可是要说有什么特色或者是超过别家的东西，好像还真没有。,0
手里有券要到期了，就去吃的，好久没去了，感觉涨价了还是怎么了。反正觉着挺贵的了。味道也一般。每次必点的烤翅还是蛮好吃的。薯碗一直蛮喜欢的。点了新品的披萨，好像是重庆辣子鸡，有辣味挺不错的。饼底也蛮酥软。总地来说还行，没有特别惊喜。倒是服务员的态度让人不能恭维。让收拾下桌子也很拖拉。收拾桌子也是敷衍了事。。小郁闷。。,0
单位很近，有时候在这吃早点呢。反正有时候就近也在这吃过，鲅鱼饺子太腥了，不是我喜欢的口味。其他的菜也是过一些，反正是就近吧，所以倒是总去。也能试试吧。。。,0
洋葱真的是不好吃。 其实我一直搞不懂他们家到底是主打什么菜系的。 因为他们家的品种实在的是太多了，东南亚菜，粤菜，川菜都有。 他们好吃的东西真的不多，主要是一点特色也没有。 面包咖喱牛腩，这个算是有点特色吧，不过他们家的面包做的不好，面包其实不是很好吃，不过咖喱做的到还行，这个点击率算是蛮高的一道菜了。 他们家点心做的一般，没感觉有特别好吃的。,0
很出名的北京温泉度假村。之前来都是公司开会什么的过来。大家一起泡泡温泉什么的啊。但是觉得设施做得不太人性化，中间路程偏远而且冷。还有游泳池水温低,0
一般的餐馆。先声明。我是一个北方人。我不吃辣椒。但是在成都都是麻辣、。我以客观的来评价。在这里，成都朋友推荐一个酸辣猪蹄。不管我个人认为如何。大家可以去看看。这家店大家都说口味不错、可以试试,0
上周的时候跟女友去逛了一下。东西蛮多的，而且都很好，可是相对也我们这些上班族来说就是贵了些。结果什么东西都没买，实在是太贵了！不过服务员也还是很热情的。,1
北京当初办奥运会的时候家里发的票可以免费参观去的，里面还真是不错而且当时很多赞助商场馆还都没有拆真是不错的，就是那时候实在太热了,1
昨天在大连刚吃了真功夫，今天来这儿吃了。 这家不像旁边的KFC，吉野家在2楼开了门，必须下到1楼才行。 所以流失了一些行李多的顾客。 一楼座位少，也有点冷。 二楼有108个座位，还有皮沙发。 洗手间很干净。 这次点的是卤肉饭，带青豆，肉不是大片的，而是小块丁，也很好吃。 没要汤，要的饮料。 赶上领导层在角落开会，很热烈的。 每个人都在发表意见，管理的不错呢。,1
要逛街，所以朋友带我们来这里吃饭。肉串的味道很一般。凉皮的味道很好，但是凉皮有点硬~~~~~~~芝麻菠菜也很好吃，朋友说这家的凉菜口味很好，果然！我点了汤片，老公点了过油肉拌面，看他吃的香，非要跟他换，哈哈，这个过油肉拌面真是好吃呀！！早知道我也点这个了！,1
哇 今天和朋友们真是找不到地方吃饭了 去了这家 呵呵 热气腾腾的 点了一个骨头锅 里边3快骨头 还有点配料 自己又加了很多菜 感觉味道还OK 主要是帮朋友出去很High 哈哈 新年快乐哦！！,1
因为认识人来吃俄 不知道是不是对本帮菜不感冒的关系 觉得口味一般啦 哈哈哈哈 我还是喜欢吃改良式俄本帮菜 我周末去俄 生意一般吧 再慢幽静俄小路上,0
特意下班走到江汉路吃他家煎包 还记得每次路过还都不信有多好吃，这次却真的被他家豆皮感动了。 不知不觉，街头巷尾的豆皮摊点都消失不见，要吃豆皮只能去民生，每家一个味道，油腻、蛋皮太薄……超怀念过去豆皮的味道，却在他家找到了。 他家为啥煎包比别人贵那么多？吃过以后才发现他家煎包味道好主要在于馅，味道调的好，也比市面上其他家肉馅稍多一点，偶尔吃吃还是可以的。,1
在家附近，一对山东夫妇开的小馆。特色排骨包子，还有其它家常小菜都很赞，有家的感觉。老板娘很热情，价格算是非常实在了。,1
交通不是很方便，开车去比较方便。63号花园外景很漂亮。点了几个菜：开胃萝卜酸甜的，茶香碳烤肉还不错的，感觉分量太少，不过瘾,1
很喜欢他家的夫妻肺片呢 看着就很诱人 现在想想都要流口水了 强烈推荐 紫燕鸡只吃过一次 还可以 不觉得有什么很大的特色,1
在大兴算是不错的饭馆了，环境还可以，口味还好，服务欠佳，上菜速度不快，点了一个干烧鱼，都已经吃饱了才上来，而且很咸。大家可以尝尝这里的香酥鸡，真的很不错，外焦里嫩，量也不小。孜然羊肉味道也不错，炸的很焦。这里的鸭翅不太好吃，有点硬。总的来说，还是可以的。,0
这家coach店是新开的，在伊势丹的一层。店面不大，只有一层。货品种类还可以，虽然不全，但是新货的上货速度还是可以的。值得一逛。店员服务还算热情。,1
北辰算不错的酒店了。。装修很豪华。。 尤其单间装修真的很不错。每桌上还放着我喜欢的水仙花。。 初二家庭聚会在这办的。有点小贵。。不到3000的大家竟然没吃饱。。 乳鸽很不错。香辣蟹差点喽！肉质很水吃不出肉肉来。。 总的来说还是可以的。。而且适合婚宴。。,1
价格很便宜，一个包间一下午50快，但是音响较差，环境还可以。里面是大沙发。服务也很热情，但是音响差会形象到心情的啊。,0
我只能说好多想尝试的面包都没有了 有好多老外在这里哎 面包不贵 属于内种挺值的 突然觉得民大附近的学生好幸福啊,0
学校这边 中午会去吃 环境是差了点 但是客饭和汤面都很好吃 汤面是那种浓油赤酱的 客饭的菜也是后面现烧的 反正就是很便宜,1
没有杨浦区五角场那边的好吃，感觉不怎么样，地方很小啊，怎么会这么小，就饮料还行吧~其他没有什么好的印象，就一般般吧~,1
不多说了 他家的东西就是好吃。地地道道的四川风味。鸡脖子很好 豆腐干也很好。总是什么都不错 很便宜 就是不要多吃 据说对健康不好,1
