sentence,label,dataset
光荣道这边算是不错的店。物有所值，用料充实。羊蝎子味道很佳，价格也挺合适。就是店面环境应该装修下就更好了。好在几个服务员连老板客气又周到。打算下次陪同父母再来解馋。,1,dianping
这家的果如其名，非常不起眼，其特色是野味，比如野猪肉等，但要自己去点，价格不便宜，如果对野味感兴趣的人可以去试试，但是要准备好钞票！我们是当地的工作的朋友带去的，自己的话很难找到。,0,dianping
价格没有可比性，所以空白了。从日本回来，剩余的日元这里也可以用，哈哈~这个是觉得最方便的。除此以外，觉得东西的价格当然不错咯，不过也有经常去日本的朋友说这里的东西和日本本土的东西是不一样的，不知道是真的假的。不过我觉得价格已经很满意咯嘎嘎,0,dianping
泰国菜我还是比较喜欢的，怎么说呢，来这里吃了一次，总感觉口味不是那么正宗，是不是太过于注重餐厅本地化了啊，环境很多，没有其他中餐厅的那种乱乱的感觉，适合两三个朋友小聚。,0,dianping
必须要说，扭扭薯条很难吃....\n本来已经很久很久不光顾麦当劳了，可是被它的新品广告吸引，还是决定去尝试一下。结果很失望...\n还有，麦当劳现在的菜单怎么改成这样了呢，有点难以看懂...\n以上并非临汾路店一家的问题。\n对这家店要说的是，那天去的很晚，夜里１２点左右，才发现午夜的麦当劳，果然有不少流浪汉（女）去睡觉，神经ＭＳ不大正常，有点吓人,0,dianping
空调劲5给力\n吃的一般\n不过服务态度还是不错的\n可能夏天的关系吧\n在这里吃骨头汤有点腻\n推荐蛋黄南瓜，这个口味很清新,0,dianping
酸奶不错。\n烤鱼的味道说实话一般，不太入味，更不地道。但服务水平已经相当不错了，在没什么服务意识的北京算比较好的。,1,dianping
跟朋友去的，店内地方不大，不过也有沙发座，呵呵，每次路过都能闻到很浓的香味，不知道是不是对面巧克力店的味道哈哈~\n冰激凌都干还好吧，总是感觉跟31差不错呵呵，不过环境比31温馨很多~,0,dianping
主要是吃湘菜的，跟一般的湘菜差不多，服务员不怎么热情，叫了一碗饭送上来还是冷的~有个干锅手撕鸡很好吃，还有榴莲薄饼~,1,dianping
难得西大旁开了一家kfc，边上的两家国产快餐店生意立刻不好了\n环境还是挺好的，夏天空调也开得很足\n但是，其中有几个服务员的态度，真是让人开眼了\n六月十几号，考四六级呢，早上七点多去那吃个肯德基早餐，告诉那点餐员要个香煎烟肉堡套餐，结果那服务员直接咆哮，你还要啥，态度很操，当时我就惊了，说您给我撒下发票吧（把我震得直接改口说您了），结果，一张被撕成两半发票的撇到我餐盘里了，因为要考试，也不愿意和服务员吵架，也没说啥。结果我刚坐下，就听见那服务员冲着后面的顾客吼：你到底要点啥……\n是不是因为去那吃饭的大多都是学生，好欺负，所以那服务员就觉得自己是教授了？\n这一次的经历让我觉得这位肯德基的服务员非常牛,0,dianping
╬╮　　　　 ◢\n         -▁╭▅▇□□█▇▆▅▄▃▂▁(╳)█╮ \n　 ╰═▃_飞机.时髦人专属标▁∠════▔嗷....................噗  ～噗  噗  噗..........\n　 ╙O ╙O.ＫＴ@ 我是ET 来自火星！！！\n  随便吃吃还不错 冬天次FUO锅 最爽呢~\n  这家店生意不错的 锅隐上来 HOLD不住！！！就近这家解决下 \n  自助的酱 花生酱味道不错呢~肥牛蛮嗲额 还有个黑糖冻 我不怎么喜欢 果冻神马的都不是我的菜 \n  但老妈说好次 哎！！！塑料有神马好次的说~\n  我喜欢这里的卤肉饭 蛮饱满的~肉蛮多的 好次,0,dianping
去过一次 老乡请客的时候在这里\n装修很有特色 到处都是毛主席标语 桌子也凳子也都很怀旧\n我们带了瓶红酒 服务员拿上来的杯子 是暗黄色的茶缸 真的个性，第一次用茶缸喝红酒哈哈。\n店的都是特色菜 剁椒鱼头，还有个什么豆角口蘑，青椒炒肉 ，冰糖南瓜，还有个什么菜 配馒头吃的 感觉还可以吧 没觉得特别辣。\n我个人感觉 他们家的菜信价比不高。。。,0,dianping
有很多选择，有各式饮品、港式粉面类、传统布拉肠、生滚粥以及各式碟头饭。\n全部使用一次性碗筷，从环保的角度看不支持，从顾客的角度看当然好。\n牛肉布拉肠：肠粉拉得太厚身，有点粘，放了一些冬菇丝和牛肉，但份量太少，总体感觉不好吃。\n鱼蛋面：爽口弹牙的银丝面+爽口弹牙的鱼蛋+又香又好味的上汤，两个字：好吃！\n24小时营业，尽管冒着乱停车被开罚单的危险，但还是有好多的士司机来帮衬。\n总体感觉：这附近对比，这是一家性价比比较高的快餐店。,0,dianping
天天上下班路过这个饭店，位置好，位于护城河景观带边，又是苏大对面。所以环境和位置上有点小特色。\n也算吃过两次了，每次的感受都是菜肴没啥特色。\n东南西北各地菜肴的式样菜单上面都有，但是菜式上来既不精致、味道又不算特别好。\n如上所述，一般吃吃可以，要是享受美食，还是别去这家了\n建议，该花点价钱请几个个好主厨了,0,dianping
记2011年8月29日\n九号线上来\n肚子饿了\n所以找东西次\n最近很哈吉野家\n欧天\n是不是太无所谓啦\n要改要改\n于是就来尝试了这家相同性质的店\n地铁上来很快就找到了\n但是感觉麽撒人气\n服务员很少\n也不主动\n地方满大的\n给人空旷的感觉\n加上我才3桌人\n中午的饭点不应该啊\n自己找了位子\n翻了下菜单\n选了牛肉饭和半熟鸡蛋\n牛肉饭16米\n半熟鸡蛋4米\n稍微等了一会东西就上来了\n牛肉饭的汤汁不是很多\n而且牛肉偏咸\n木有吉野家或者食其家好次\n半熟鸡蛋不像食其家是打好在饭里的\n而是原只的呆在蛋壳里端上来的\n要我自己打一刚\n不喜欢\n味道倒是不错\n阿拉有句讲句额\n结账是自己去收银台的\n现在只收现金\n点评或者维洛的优惠券只能两点以后用\n好鸡肋啊\n随便吃吃的地方\n可以算是食堂吧\n情侣约会就算了\n难般一次还可以接受\n三天两头吃简餐好意思伐\nover,0,dianping
路过看到吉野家现在有活动，正好还没吃晚饭。于是就在这里解决了。觉得还是牛肉饭最好吃，海带也不错，茶碗蒸也可以。记得最早在这里吃到很好吃的辣白菜泡菜的,0,dianping
去了两次，服务好的没的说，不知道为什么竟然有人会评论说服务不好。小店很有情调，虽然排队，但是服务员都会记录手机号，有了位置会第一时间打电话。菜品也很好吃啊，为什么有人会说沙拉不好吃呢，我超爱吃那个里面有牛肉的沙拉！灰常赞~~还有汉堡也不错~薯条每次必点~~~不过量很大~~老板也很NICE~~,1,dianping
口味：小饮品店，宣称鲜果鲜榨，但是估计也是鲜果汁和配料冲剂的混合，而且很多果汁是加有梨汁的，可是梨是比较便宜的水果，所以无形中降低了成本。味道一般。\n环境：不错，有许多小花草，欲做轻松惬意状，怎奈位于新世界，所以还是很吵。\n服务：不错，温柔亲切。,0,dianping
上辅导班时中午经常喜欢去那吃，12点时人好多，要做好充分的心理准备排队哈，排队就得排好长好长时间，好多人因为等不急都不买了，东西自己要，到出口一块付账，这点我挺喜欢的，感觉有点像在食堂，嘿嘿。\n感觉东西真的挺好吃，也不是很贵，和金德利差不多价位吧。第一次一定不要买多，我就是买多了，馅饼什么的都比较大，女孩吃一个就差不多了。牛肉馅的和三鲜的都很好吃，尤其是三鲜，真的在里面能吃到贝类，虾类。素鹅烧，就是糯米糕点，就是上面的一层皮像鹅皮，不过我觉得吃起来有点恶心。葱油饼做的真很好，特别香，特别酥，建议查查。汤类的普遍都偏甜，不是一般的甜，桂圆莲子粥很值，里面有桂圆啊，莲子啊，葡萄干啊，不过也比普通汤贵，2块五。南瓜粥和八宝甜。西红柿蛋汤不是很好喝。凉菜么，呛干豆腐丝很好吃啊，我个人对豆腐类的都情有独钟。凉拌土豆丝和海带丝也不错，一般去的人都要这几样。还有些热菜，没尝过，但看着都不错，也不是很贵，就是快餐价。总体让我感觉还是不错的。不过人很多，座位很难找，一般都是拼座。,1,dianping
只要是和机场沾边的 都是贵 所以在进门前就做好了准备\n都是面 可以单点 可以套餐 还有一些凉菜 饮料 甜品 比较简单\n套餐就是在一碗面的基础上 配上几个小咸菜\n面都是现煮的 不管是那种面 都是一样的面条 不一样的配料\n声称汤是猪骨汤 \n点了\n牛肉面25 \n肉筋头巴脑比较多 还算可以 片比外面牛肉面里的厚 但是少 汤是带酱油色的\n猪软骨面28\n就是带脆骨的猪肉 块儿比牛肉面里的牛肉略多 白汤 里面有半个卤蛋 几根油菜 一些豆芽\n什蔬面原价18 特价12\n白汤 有点儿玉米 生菜什么的 看上去很白很白 没什么味道\n叉烧面25左右吧 记不清了\n三块儿薄薄的叉烧 略甜 不是很喜欢的味道 也有半个卤蛋 没什么特别\n凉菜种类不多\n点了\n黄瓜8\n就是腌制的有点儿酸甜的 带着黄瓜皮 稍有黄瓜瓤的十几片儿\n还有个海什么15左右\n类似于海白菜之类的东西 一般 辣的\n还点了\n龟苓膏\n很淡的味道的桂花水 泡着 \n能吃饱 没太多的味道,0,dianping
就坐过一次，人不多，就是等车的时间有点长，节假日的时候可能人多点吧，毕竟8号线连接的是旅游地。\n环境也挺好的，装修的不错，挺喜欢。,1,dianping
还是以前原价的时候去的 人气不足 楼上都没什么人的 东西其实还蛮多 1百出头能吃上那么多还算蛮好啦\n肉类比较多的 牛小排 羊小排都可以的 那个日式的生食都一般般吧 不怎么新鲜的样子 \n反正朋友聚会吃吃还蛮好的啦 现在价格更加便宜 估计人多会差好多吧 不敢再去了 看现在的评论都差很多了吖,0,dianping
干湿炒河粉，镇店之宝哦，牛肉相当多，河粉炒得相当入味。鱼片粥也是很赞的，入口很纯，爽口，相当暖胃。拼桌是很正常的现象！,1,dianping
我非常喜欢吃pizza，必胜客的比萨各种口味的都好吃，他们的饼底也比很多乱七八糟的小西餐好很多，不过其他如意粉/小吃等就很一般，必胜客还是只有比萨可以吃，饮品也不好喝,1,dianping
鉴于外婆家一贯的火爆，早早的订了包房。可惜的是包房不能看到外面的景色了，但是因为是冬天包房比大堂要暖和，所以也挺好。\n菜的味道果然名不虚传\n红烧肉肥而不腻，里面的笋味道也很好\n茶香鸡很鲜，用的不是老母鸡，肉质很鲜嫩，而且应该是野生的鸡吧。\n珊瑚虾微辣，不过不知道为什么下面要放珊瑚，难道仅仅是为了好看？，应该不是为了调味吧。珊瑚多了点，可能杭帮菜都是这样。,1,dianping
装修的有点怀旧风格，有各种有趣的装饰品。菜有点家常的味道，量忒足，吃的好饱，很实惠，同来的几位同事都说挺实惠的。约好下次还来。,1,dianping
亲戚家里有事，很喜欢放在这里的，也不知道为什么，\n我只能说什么都是一般\n一般的环境，在乐业小学前面，以前我还在读小学的时候这里已经有了，时间倒满长的\n有次我记得晚上5点左右，那些服务员才开始整理地面，可是客人已经都来了很多了，\n在那里弄台布、扫地、拖地，真不知道他们下午在干什么，到了晚饭的时候才来收拾\n菜的味道也只是一般，我觉得有些菜根本家里做的都和他们做的差不多，没有什么特色\n也就赚赚熟客的钱\n服务也是一般的一般，不会主动来帮你倒茶，要三请四请，就会拿个壶上来就不管了。。。\n有次我们人没有到齐，就三番四次来叫我上菜，个么人没到到齐我们怎么可以上菜的啦。。。。\n他们就说后面要忙了，可能顾不上我们了~~有这个道理的啊，莫名类\n换骨盆也是要请的，总之里面的服务员是大爷。。。。。,0,dianping
有个什么鸡的 是蒸出来的 很好吃 清清淡淡的\n沸腾鱼片粥 很大一碗 2个人吃都吃撑了\n虾饺皇不错 虾肉很大\n有个叉烧肠粉的不推荐 个人觉得不好吃,1,dianping
"除了难吃真的不知道还可以说什么了,虽然是在楼下但是真的是不如斜对面新开的那个叫幽兰百味的小吃店，建议里面的厨师去好好学习一下",0,dianping
昨天和好友一起去的。。。。他用我的学生卡点了一份套餐，我要了碗茶碗羹。。。。味道一般般啦，没什么惊喜。。我们逛了一圈后我去吃正一味，出来的时候他又去了次吉野家，晕！！\nps:服务员态度傲慢无礼,0,dianping
有个朋友是百安居的供应商说这家店服务极差，\n单子经常传真错，\n而且从来不电话确认\n这几年家里陆续装修房子\n感觉作为消费者那里服务还行\n就是楼上现在在清仓很凄凉的\n所有东西都挤到一楼了\n那里是作为一个参考\n最终买只买过一面镜子\n停车2小时内免费\n一模一样的东西么价格都比外面贵很多\n以前还有餐厅东西一般\n现在吃饭的地方也没有了,0,dianping
偶然嘅机会下载咗张优惠卷，原价90几嘅套餐只需65蚊，好抵吃，有牛扒、拉面、炒饭，仲有饮料、寿司，真係好多嘢，两个人根本吃唔晒！味道嘅话，不过不失啦！,0,dianping
果日中午本来想去新天宝既，点知要等三十几个位啊，即刻调头来呢度罗！\n装修都几靓既，位置都坐得几舒服，我地十二点三左右来到都无几个人，到九个字左右就坐满晒啦！\n要左个碌鹅，甜甜地，几好食；好似33蚊左右啦！\n要左半只五记得叫咩鸡，45蚊啊好似，五使点酱油既，都几入味。\n仲有个茄子青椒炒苦瓜，超健康既一个菜，而且炒得好好食，呢个二十几蚊啦。\n最后系一个湿炒伊面，以为五饱所以点既，五超过20蚊啦，不过基本上无点食，打包。不过呢个面既水平就及不上D菜罗！\n呢度既菜分量都几足噶！,0,dianping
万达开业第二天去的。人很多，亏得去的早点，不然还要排队。口味蛮重的，很辣。但是感觉性价比不太高。口水鸡不错。麻辣香锅一般。,0,dianping
"第一个点评的哦~价钱比其他西餐厅要便宜很多，很多，披萨一般都是22,38.饮料什么的都在5,6块。最贵的可能要属牛排了。但披萨确实不敢恭维，和必胜客比差距不是一点半点的啊，要的培根披萨，但培根少的可怜艾，可以忽略掉了。整个披萨上都是最便宜的洋葱艾。想吃正宗的披萨还是不要去了，肯定会失望的。但要只想感受要西餐的氛围可以去啊。环境很好很好~。",0,dianping
这家店是我第一次绝味鸭脖的店呀！！从此一发不可收拾，爱上了绝味的味道！！无论吃什么，只要路过绝味必须进去买两样，第一次买肯定是挑招牌啊，鸭脖，吃起来很费劲，但是味道真是太好了，骨头都不想吐了……从此就没再吃过鸭脖了，就吃鸭头啊 鸭肠啊 鸭心啊 主要是吃起来方便，爱死绝味了,1,dianping
生意挺好的地方，平时的晚上都比较满\n口味偏本帮的，不过用油比较多\n鱼头汤上有较厚一层油\n茄合更是油得有些过分了，不习惯\n虾仁和豆苗类似\n口味清淡的可能吃不惯\n环境还算大气，不过因为人多，所以比较家常\n服务员态度不好，一副爱理不理的样子\n几个服务员都这样，印象很差,0,dianping
公司年会在这里吃的，大厅里太多柱子，没有个好位子根本看不到舞台。上菜速度慢，上一个吃一个， 而且都不好吃，同事吃了回去狂拉肚子。 生蚝不新鲜，吃好嘴巴里腥气的要死。反正这个地方不灵~~,0,dianping
还好吧，陪朋友相亲去的，其实觉得他家的辣有点表面，不是很够味，虽然辣。可是不爽。菜单都没看见，不晓得什么价位，对川菜无感,0,dianping
很好 店面环境部错 味道也还ok的 下次还会来食的 哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,1,dianping
从桂林市区往东，大约二十多公里，就可以找到古东景区。景区内，高山峻岭，浓阴蔽日，就在这密匝匝的树林里，一条溪流从天而降。她时而宽，时而窄；时而深，时而浅；时而疾，时而缓，时而凌空跃起，划出一道绚丽的弧线，那飞溅的珠玉一般的水滴，在阳光的映照下，闪烁出七彩的光泽，时而又敛声屏息，凝成一面绿镜，装满四周的奇山异水，然后慢慢地伸出脚去，突然哗的一下，咯咯地笑着跳将下去，奏出清脆的欢歌……\n我们就从山脚开始，做好爬瀑布的准备。每人穿上一件雨衣，再戴上一顶头盔，最后赤脚套上一双农家的草鞋，就可以出发了。 先从第一级开始。这是最刺激的一级。一块很大的石块斜插水底，水便从上面飞奔而下，发出“轰轰”的声响。\n石块很平整，滑溜溜的，怎么爬呢.别急，在石块上已经凿出了许多小坑，刚好放下半个脚掌，旁边一条铁链逶迤而下。我们趟过一块水面，水很有些清凉，但走了几步，便觉兴奋起来，双手抓住铁链，脚蹬石坑，慢慢地往上爬。水柱兜头扑了过来，打在头盔上“啪啪”地跳，在耳边“轰轰”地鸣。\n冲到脚上，看不清石坑。只能用双手拼命地抓住铁链，稳住身子，在飞溅的水雾中摸索着一步一步地往上爬。不时有人故意晃动铁链。于是尖叫声和笑声便伴着水的轰鸣，填满了整个山谷。,1,dianping
号称老字号的，也不知道是不是，人倒是很多，有些热。开着空调和电扇还是热得不行。鱼丸很有咬劲。但是我建议大家在那里吃，我要的外卖的碗比在里面吃的碗要缩小一倍~,1,dianping
一个小小的花园，很小的那种。\n门票很便宜，学生还半价~~·\n每次门外面都停满了车，很多人来，尤其是周末。\n有小乐园，所以带小朋友的家长居多。\n主要是太小了，小巧玲珑的和住宅小区的花园一样大。,0,dianping
"南方童鞋的大爱,汤也很正,就是一碗里面好少一点\n闺蜜崴脚了,天天来这喝骨头大补汤\n夏天有清凉的梨汤,很不错\n其他炒菜什么的就一般了",1,dianping
三杯鸡比之前在宝月楼吃的好吃 甜口的 里面的姜丝也被我嚼了 哈哈 菠萝油条虾果然很不错啊 脆皮油条里面是肉馅和虾 还有菠萝配着沙拉酱 卤肉饭套餐也很不错 别的快餐店的卤肉饭顿时就变成浮云了 夹带的肥肉味道最好 综合冰比较失望 红豆不是很甜 里面的冰放的炼乳也很少 感觉就是纯冰 不好吃 但是很大份,1,dianping
可能是住的比较近，来的次数也不少，每次都有新活动，本想不买的，但是当时觉得挺划算的，忍不住买了不少的东东，现在觉得还是可以的。,0,dianping
非常不错的酸奶吧。\n    春去夏至，烈日当空，大概中午1点，和女友路过这里，地处闹市，但是招牌不好找……\n    店面不大，但是很干净整洁。\n    我喜欢本味的东西，就要了大杯原味酸奶，量可以，350ml左右吧，只要5元。女友要的木瓜香蕉的，6元。\n    原味的直接从展示柜里拿出来的，是已经封装好的，也可以外带。很有特色，是胶体状态的，类似蒸出来的鸡蛋羹，口感也有些像，很滑嫩。淡淡的甜味，奶味也不是很浓，但是酸甜适口，室外三十多度，进来吃一口（不能称为喝），真是惬意无比！\n不过吃到最后有些撑了……\n    水果类的酸奶都是现做，粘稠度类似超市买的那种，更为新鲜，吃起来很自然，不像加很多添加剂的感觉。为了入味，酸奶不同于原味的，算是液体状吧，不过水果实在是少得可怜，酸奶里面也没有水果的味道，虽然酸奶挺好喝的，遗憾……\n    总体上讲，很值得一去的小店，下次我还会买原味的，嘿嘿。,1,dianping
郑州之行的第一站，初七的大早，从巩义坐火车到郑州转转，早上只喝了两口豆浆，留着肚子只为胡辣汤。来了河南，是一定要喝逍遥镇的胡辣汤的。DP所赠的餐馆指南上只写着“逍遥镇胡辣汤”的店名，分店很多，通过地图的比较，确定紫荆山路的这家离火车站不是很远，就走着往这个方向而去。\n 事实证明，走路是非常错误的选择。虽地图上不远，但实际上已经最少走了六七站的大公交站，加上大过年的，一路上的餐饮店都写着“初八营业”。算了，放弃吧，就想着找到公交站，回二七塔附近看有什么吃的。突然间，闻到了一股熟悉的味道，与媳妇不约而同的说：“胡辣汤！”赶紧加快脚步，大概100米后，一路口拐角处香气异常浓烈，肯定就在这里！也就拐过弯，与媳妇再次不约而同惊呼：“额，太壮观了！”这店的气势，门口五六排的长排队伍，就凭这个，绝对没白走路。\n 店名，叫做“方中山胡辣汤”，与DP所赠书上完全不搭，但无论看地址和人气，绝对指的就是这家了。门口五六排的长队，突然让我们不知所措，该买什么啊？水煎包、油饼、牛肉饼，样样看着都想吃。商量了一会，决定分头行动：我去排水煎包，媳妇去排胡辣汤和油饼。\n 买好后，一楼大厅爆满，根本没位置。上了二楼，全是包间，人气也是相当火爆，挤出两个位置，开始享受。\n 胡辣汤，彻底颠覆了以前对河南胡辣汤的感官。西安那么多的逍遥镇胡辣汤，我也就认为河南的就是稀稀的、淡淡的，所以一直不甚喜欢。而这版，色泽深邃、浓稠，香气扑面而来，光看，已飘飘欲仙。\n 水煎包，1元四个，虽非常便宜，但个头很小，味道与西安所卖一致，还真有点小失望，以前喝逍遥镇胡辣汤最爱的，可就是水煎包。\n 油饼，再一次发现媳妇的强大眼光，与西安常见的油饼也截然不同，不是小圆饼，而是很大一张，切成块状，配着胡辣汤简直绝配，真的超级好吃，瞬间将水煎包扔在一边。\n 回到主体--胡辣汤，很小的一碗，7块一碗，小到像豆腐脑的小碗一样，好贵啊，后来才知道，7块的是优质，怪不得里面吃出了牛肚。胡辣汤又麻又辣，还透漏着些许的酸味，味道极好，如果不配着油饼类的“手食”，单吃相当重口味，甚至麻辣到不可忍受，这种过瘾，让人想起西安回民的老常家肉丸胡辣汤，同样重口味，同样极品。\n 如果西安能开一家分店，该有多好！,1,dianping
是老店重新装修营业的，嘻嘻，我们到的还算早，点的牛肉馄炖和牛肉锅贴，老板亲自上阵，店面的环境和以前比起来要好的多了，牛肉馄炖4元一碗，汤很鲜，某妞一口气先把汤喝的精光，馄炖是实在的牛肉，还蛮好吃的，4元一碗，牛肉锅贴是刚刚出炉的，金黄的脆皮，有点烫，咬了一小口，就有鲜美的肉汁流了出来，4元5个，确实不错,1,dianping
这是前山附近一家超级老粥档，经常有看到开着私家车来这里喝粥吃油条的，而且越晚人越多~服务员手脚也比较麻利，上菜速度也很快，但是味道就是大众口味，没有特别出彩的地方~,0,dianping
菜品味道还不错，喜欢那里的米豆腐，就餐环境不是很好，特别挤也特别吵，厅也不大，怎么能放下那么多桌子呢，感觉一回头就能夹到旁边桌上的菜了……不过看在有那么多好吃的菜的份儿上，下次还会去的^^,1,dianping
刺身很新鲜~ 最赞的是芒果，吃了好几个，嘻嘻~ 去的比较晚，2点就不能点菜了，2点半就不可以点饮料了，味道和之前差不多~ 有摄像头，哈哈~~~,1,dianping
老公生日想在家附近定个饭店，都是自家人，所以随意点，找了个dianping上的小饭店，东西是不错，得到一致好评，就是本来说包间坐14人没问题，但是后来一看最多只能坐10人，否则就要换小椅子了。\n总之比较经济实惠。\n凉拌金针菇 一上来就没了 我都没吃到\n全家福汤 东西很多 很鲜\n黄鱼鲞蒸小仔鸡 黄鱼是正宗的 不错\n醉草虾 活的现醉 不是很入味 但是很鲜\n馋嘴牛蛙 小辈们都喜欢\n听说老公的弟弟20岁也打算在这请客：）,0,dianping
仔细想想\n只来过一回\n原来公司在万达的时候来过\n那时候这儿是除了永和以外的第二家~\n（不包括那个东西死贵的便利店~）\n和同事来的\n那时候一直挺好奇馄饨面的味道\n（会不会和我自己煮的三鲜伊面加馄饨一个味儿）\n味道确实和我做的不一样。。。\n喜欢里面的馄饨\n皮薄馅大地\n比面好吃多了~\n面几乎全都剩下了~\n还记得当时我和同事都木有吃饱\n又去的沃尔玛买的凉皮~,0,dianping
上周下载了优惠券，买10送2，周五去了，环境蛮不错的，就是找起来有点偏僻……口味不错，就是因为烘焙的关系，吃起来有点硬,1,dianping
"去吃喜酒,环境很好,不过t台小了些，位置又些挤哦。椰汁西米露很好吃哦,平时偶也是不吃揶汁的哦,甜甜的,很8错哦.还有稀饭叉烧酥,叉烧满多个.哪里啤酒是畅饮的，而且是喜力算不错的哦\n那里叫车挺不方便的.不过服务生会帮你叫的",1,dianping
这算是地安门最著名的一家店了吧~隔老远都能闻到味。臭豆腐用的就是普通的炸豆干，没什么特别，主要是靠酱汁来调味。口感还行，尽管吃起来没有闻起来那么让人心动。,1,dianping
妈妈家有很多亲戚在黄埔村，我看着这里从市郊小村变成热门的旅游景点，十分自豪！在古港边有很多农民把自家的农菜鸡鸭拿出来卖，既新鲜又便宜！还有姜撞奶，新鲜牛奶卖噢，十分有趣，值得一游噢！,1,dianping
我是提前一天预定的晚上5点半，服务员跟我说位子空到6点半，我以为是位子保留到5点半，东西很一般，到了6点半，服务员开始赶我们走人了，第一次碰到只给客户一个小时吃饭时间的规定，他们的理由是，你们预定的晚，6点半还有一档客户呢，莫名~~~,0,dianping
上次和BF一起去滴，个人觉得味道一般般，不过由于价廉，来的顾客还是很多滴，不过也因为这样造成环境有点脏乱，服务员没有及时的清理残留的垃圾，只能当作工作餐随便吃吃,0,dianping
跟朋友逛完聚龙来这里吃得，周末人都多，起初定火锅和香锅，后来朋友不想吃火锅，就定他家了。\n第一次吃这家香锅，门口看着还不错，有沙发坐。进去后人很多，沙发没地了，就改在中间的高脚凳，几个人围着一个圆桌。本想单点，点自己爱吃的，被服务员告知单点会慢，所以改他们的套餐，后来等了10分钟，沙发有空座了，我们就换地阵改坐沙发，没想到沙发坐着也不舒服。\n就等啊等，等了大概有20分钟后，催了两遍，香锅才上来，好家伙，锅够大的，两个女孩肯定吃不完，再看里面的菜品，纯属蒙人，菜量一般。味道也一般，就是辣和麻。套餐都这么慢，单点就直接吃晚饭吧！以后不会去了！,0,dianping
离我家很近的一家酒店，环境还可以，菜式都不错，不过也就去过一次，消费还好，不算太高。。。。。。。。。。,0,dianping
哩间好有香港茶餐厅FEEL噶，其他店就系新式时尚款咯，不过大家噶出品都几好噶，尤其系奶茶同鸳鸯咯，我都好中意饮噶，食亲野就要叫番杯咯，(*^__^*) 嘻嘻……,1,dianping
团购去的这家影院，刚开始也许知道的人不多，所以团购换票一会儿就搞定，比其他地方好多了，现在也开始渐渐人多了，开始排队了！总的来说SONY厅感觉是最好的~,1,dianping
国展附近的港式茶餐厅。。周围基本上都是简餐 \n对这类茶餐厅的还蛮喜欢的。。\n中午的时候人不是很多。。　不过他们上菜的速度倒是不快。／。。\n鱼片粥：鱼片满多得。。 不过鱼刺也超级多。吃不惯的同学肯定伐会西的。。 还送油条得哈。。 放进粥里味道还蛮好的 捏哈哈。。\n糖不甩：不好吃 吃了一格就不大药吃了。最后都浪费了。\n三明治： 老普通的说。而且不便宜。。\n叉烧：还可以。。\n汤：忘记点了个什么汤乐。不过味道还可以。。　中间料满夺得。。。不过话说喝汤是重点哈。。\n煲仔饭还可以。，　量满多的。。\n酸梅汤　：他们家的酸梅汤是特色阿。。　满稠的阿。。而且满酸得。　是我喜欢的类型。。　　嗲的说　　捏哈哈。。\n杏仁什么补丁：味道一般性。造型还蛮好看的。。\n云吞面：　一碗看上去不是很多。　没有多大特色的\n还有滑鸡粥：　还行　总的来说料、还是满多的。。　　对于我来粥基本上都能入口哈～～,0,dianping
点了名太子那个。。没有什么特别之处。。。量比较少。。。我不饿都觉得不够。。。额。。味道真心还是比较日式。。。额。。等了满久才上吧。。。\n下次也许会试试奶油的。。。但是奶油的就应该偏意式了。。,1,dianping
老公带着去的.环境还不错.点停车可不老方便的。我唯一喜欢的就是刺身了。口味没有特别的印象。但是总体说来还是可以的吧。很新鲜。但是菜量太小。,1,dianping
开了很久了，一般热闹的居民住宅区都会有分店，这是第一次买来吃\n味道还不错，很入味，比老天母的鸡要入味，甜甜的，很香\n不过鸡的质地不是很好，肉质很干，水份不多啊\n嚼几口就感觉能嚼出渣来，特别是胸脯肉这里\n不过总体来说不会影响我对这家店的印象，下次会试试都推荐的夫妻肺片,0,dianping
麦芽糖和豆沙的味道不错，成就了比较成功的苏式海棠糕。1.5元一只也和苏州的价格一样，闲暇时买了一只尝尝很不错哦。,0,dianping
